anneal_time,anneal_fraction
0.0,0.0
0.21335185127646975,0.0028332913059975315
0.6419387120975668,0.009739960558064007
1.075458084005243,0.020239989912121805
1.5166278417183638,0.036166245807434626
1.968805079761887,0.058563348967425405
2.4357066171980555,0.08757220716547164
2.921107841026871,0.12250542667938212
3.4285408875553554,0.16208543292370114
3.9610131037632343,0.20475518716086033
4.5207651824126245,0.24896303774567555
5.109085444543863,0.2933596878138592
5.7261926705277295,0.33689358161710004
6.371194958911947,0.3788246375088096
7.042126684206787,0.4186881195159888
7.736060126698619,0.45623702766537927
8.449283158638028,0.49138202783667534
9.177529864220134,0.5241388748488105
9.916247463770882,0.5545869398549108
10.660880645928506,0.5828389240772837
11.407153530982557,0.6090203375135778
12.151330034869511,0.6332569887277486
12.890435311175558,0.6556689245489448
13.622424052358928,0.6763695527359641
14.346285479633128,0.6954688165565386
15.062079526095538,0.7130791388098052
15.770903661589786,0.7293224364812735
16.47479464949913,0.7443360431641376
17.176573909917025,0.7582752568096124
17.87964877773049,0.7713108469651834
18.587784541127736,0.7836212898658597
19.304863562420632,0.7953813008425301
20.034647949796568,0.8067495689953591
20.780561194453583,0.817858783204556
21.54550203482019,0.8288100283979254
22.33170076244164,0.8396720373887674
23.14062451093324,0.8504844042322086
23.972934079921625,0.8612631829075802
24.82849086580728,0.8720073202102923
25.706408815737973,0.8827048166804045
26.605143270117964,0.8933380502895866
27.522606334707106,0.9038881277149136
28.456297174180413,0.9143383775244883
29.40343540857299,0.9246771866249824
30.36108659788821,0.934900357786434
31.326270509582862,0.9450130849985356
32.29604529635775,0.9550315472519033
33.267563628403984,0.964984041171761
34.23809994986755,0.9749115302248491
35.20505107669498,0.9848674948016104
36.16591504771975,0.9949170236611922
36.64451787282466,1.0
