alpha,gamma,c,mean_energy
0.25555555555555554,0.4111111111111111,0.03333333333333333,-2.1343764151896605
0.25555555555555554,0.4111111111111111,0.04111111111111111,-2.504984248788179
0.25555555555555554,0.4111111111111111,0.04888888888888889,-2.2370115455608297
0.25555555555555554,0.4111111111111111,0.05666666666666667,-2.216539394208443
0.25555555555555554,0.4111111111111111,0.06444444444444444,-2.4532604047272466
0.25555555555555554,0.4111111111111111,0.07222222222222223,-2.233350508272144
0.25555555555555554,0.4111111111111111,0.08,-2.54634840828309
0.25555555555555554,0.48888888888888893,0.01,-2.5267485192608996
0.25555555555555554,0.48888888888888893,0.017777777777777778,-2.1095386541362258
0.25555555555555554,0.48888888888888893,0.025555555555555557,-2.143869008627268
0.25555555555555554,0.48888888888888893,0.03333333333333333,-2.3147643019122066
0.25555555555555554,0.48888888888888893,0.04111111111111111,-2.6591640069347813
0.25555555555555554,0.48888888888888893,0.04888888888888889,-2.3448125574187118
0.25555555555555554,0.48888888888888893,0.05666666666666667,-2.420035529365449
0.25555555555555554,0.48888888888888893,0.06444444444444444,-2.4868903568363914
0.25555555555555554,0.48888888888888893,0.07222222222222223,-2.2307295358317907
0.25555555555555554,0.48888888888888893,0.08,-2.41639402721432
0.25555555555555554,0.5666666666666667,0.01,-1.9817996456612434
0.25555555555555554,0.5666666666666667,0.017777777777777778,-2.4240608680561824
0.25555555555555554,0.5666666666666667,0.025555555555555557,-2.432110243731342
0.25555555555555554,0.5666666666666667,0.03333333333333333,-2.587644749869003
0.25555555555555554,0.5666666666666667,0.04111111111111111,-2.389558355630926
0.25555555555555554,0.5666666666666667,0.04888888888888889,-2.2576388700280687
0.25555555555555554,0.5666666666666667,0.05666666666666667,-2.3763596164196996
0.25555555555555554,0.5666666666666667,0.06444444444444444,-2.3620542090982206
0.25555555555555554,0.5666666666666667,0.07222222222222223,-2.5462313056296635
0.25555555555555554,0.5666666666666667,0.08,-2.4370218356623607
0.25555555555555554,0.6444444444444445,0.01,-2.55901133161868
0.25555555555555554,0.6444444444444445,0.017777777777777778,-2.593753715951094
0.25555555555555554,0.6444444444444445,0.025555555555555557,-2.0595640673053106
0.25555555555555554,0.6444444444444445,0.03333333333333333,-2.596643841554073
0.25555555555555554,0.6444444444444445,0.04111111111111111,-2.6524014192759364
0.25555555555555554,0.6444444444444445,0.04888888888888889,-2.673159271960624
0.25555555555555554,0.6444444444444445,0.05666666666666667,-2.299170144726616
0.25555555555555554,0.6444444444444445,0.06444444444444444,-1.9352553817505729
0.25555555555555554,0.6444444444444445,0.07222222222222223,-2.154169899178611
0.25555555555555554,0.6444444444444445,0.08,-2.3551677029727673
0.25555555555555554,0.7222222222222222,0.01,-2.3980991260555227
0.25555555555555554,0.7222222222222222,0.017777777777777778,-2.621595571154901
0.25555555555555554,0.7222222222222222,0.025555555555555557,-2.3378993966041266
0.25555555555555554,0.7222222222222222,0.03333333333333333,-2.55717105655183
0.25555555555555554,0.7222222222222222,0.04111111111111111,-2.3432302157635685
0.25555555555555554,0.7222222222222222,0.04888888888888889,-2.37477165507379
0.25555555555555554,0.7222222222222222,0.05666666666666667,-2.865442921218911
0.25555555555555554,0.7222222222222222,0.06444444444444444,-2.26838792630999
0.25555555555555554,0.7222222222222222,0.07222222222222223,-2.245423813618385
0.25555555555555554,0.7222222222222222,0.08,-2.316379393435612
0.25555555555555554,0.8,0.01,-2.5978004656598275
0.25555555555555554,0.8,0.017777777777777778,-2.424084147100804
0.25555555555555554,0.8,0.025555555555555557,-2.640090059790399
0.25555555555555554,0.8,0.03333333333333333,-2.6921192406512304
0.25555555555555554,0.8,0.04111111111111111,-2.454670971192438
0.25555555555555554,0.8,0.04888888888888889,-1.7695147833130835
0.25555555555555554,0.8,0.05666666666666667,-2.6217167823486527
0.25555555555555554,0.8,0.06444444444444444,-2.6405435807104096
0.25555555555555554,0.8,0.07222222222222223,-2.6076691104631005
0.25555555555555554,0.8,0.08,-2.7411092136149646
0.33333333333333337,0.1,0.01,-2.628290485391628
0.33333333333333337,0.1,0.017777777777777778,-2.2406097014628377
0.33333333333333337,0.1,0.025555555555555557,-2.4434196694722012
0.33333333333333337,0.1,0.03333333333333333,-2.1240578419325544
0.33333333333333337,0.1,0.04111111111111111,-2.402223761737475
0.33333333333333337,0.1,0.04888888888888889,-2.655089411177456
0.33333333333333337,0.1,0.05666666666666667,-2.3790737112237523
0.33333333333333337,0.1,0.06444444444444444,-2.850392053677008
0.33333333333333337,0.1,0.07222222222222223,-2.4250724843149096
0.33333333333333337,0.1,0.08,-2.6148822148974182
0.33333333333333337,0.17777777777777778,0.01,-2.4795154662797128
0.33333333333333337,0.17777777777777778,0.017777777777777778,-2.549888432648175
0.33333333333333337,0.17777777777777778,0.025555555555555557,-2.35443709399273
0.33333333333333337,0.17777777777777778,0.03333333333333333,-2.209294209207285
0.33333333333333337,0.17777777777777778,0.04111111111111111,-2.32690669333776
0.33333333333333337,0.17777777777777778,0.04888888888888889,-2.500412129392826
0.33333333333333337,0.17777777777777778,0.05666666666666667,-2.3635677952024485
0.33333333333333337,0.17777777777777778,0.06444444444444444,-2.327745726357635
0.33333333333333337,0.17777777777777778,0.07222222222222223,-2.5404757360637586
0.33333333333333337,0.17777777777777778,0.08,-2.2664812313316967
0.33333333333333337,0.25555555555555554,0.01,-2.249291378170306
0.33333333333333337,0.25555555555555554,0.017777777777777778,-2.2260367620399832
0.33333333333333337,0.25555555555555554,0.025555555555555557,-2.3780147491707906
0.33333333333333337,0.25555555555555554,0.03333333333333333,-2.2823076160588296
0.33333333333333337,0.25555555555555554,0.04111111111111111,-2.3209559138954456
0.33333333333333337,0.25555555555555554,0.04888888888888889,-2.477567356368977
0.33333333333333337,0.25555555555555554,0.05666666666666667,-2.364386808628644
0.33333333333333337,0.25555555555555554,0.06444444444444444,-2.182596135907255
0.33333333333333337,0.25555555555555554,0.07222222222222223,-2.1210365799219995
0.33333333333333337,0.25555555555555554,0.08,-2.613170163678436
0.33333333333333337,0.33333333333333337,0.01,-2.1774517055116105
0.33333333333333337,0.33333333333333337,0.017777777777777778,-2.4428911505766875
0.33333333333333337,0.33333333333333337,0.025555555555555557,-2.597458418748995
0.33333333333333337,0.33333333333333337,0.03333333333333333,-2.3761862701852063
0.33333333333333337,0.33333333333333337,0.04111111111111111,-2.1664746869024016
0.33333333333333337,0.33333333333333337,0.04888888888888889,-1.862599611468515
0.33333333333333337,0.33333333333333337,0.05666666666666667,-2.497918608766324
0.33333333333333337,0.33333333333333337,0.06444444444444444,-2.609354441463092
0.33333333333333337,0.33333333333333337,0.07222222222222223,-2.4095035357934056
0.33333333333333337,0.33333333333333337,0.08,-1.9900658260994177
0.33333333333333337,0.4111111111111111,0.01,-2.456627635086688
0.33333333333333337,0.4111111111111111,0.017777777777777778,-2.6309437148524135
0.33333333333333337,0.4111111111111111,0.025555555555555557,-2.5725639907119673
0.33333333333333337,0.4111111111111111,0.03333333333333333,-2.5858255561321943
0.33333333333333337,0.4111111111111111,0.04111111111111111,-2.650861933031448
0.33333333333333337,0.4111111111111111,0.04888888888888889,-2.40349648833019
0.33333333333333337,0.4111111111111111,0.05666666666666667,-2.175669249377502
0.33333333333333337,0.4111111111111111,0.06444444444444444,-2.2564482658708456
0.33333333333333337,0.4111111111111111,0.07222222222222223,-2.0757615728297507
0.33333333333333337,0.4111111111111111,0.08,-2.768188667254311
0.33333333333333337,0.48888888888888893,0.01,-2.528472160190255
0.33333333333333337,0.48888888888888893,0.017777777777777778,-2.5155317042733736
0.33333333333333337,0.48888888888888893,0.025555555555555557,-2.6034947169354075
0.33333333333333337,0.48888888888888893,0.03333333333333333,-2.4791913606922735
0.33333333333333337,0.48888888888888893,0.04111111111111111,-2.7733769407140865
0.33333333333333337,0.48888888888888893,0.04888888888888889,-2.1974714435969602
0.33333333333333337,0.48888888888888893,0.05666666666666667,-2.6486695817442283
0.33333333333333337,0.48888888888888893,0.06444444444444444,-2.476068650588059
0.33333333333333337,0.48888888888888893,0.07222222222222223,-2.3035210810150684
0.33333333333333337,0.48888888888888893,0.08,-2.241450771871471
0.33333333333333337,0.5666666666666667,0.01,-2.429114112156102
0.33333333333333337,0.5666666666666667,0.017777777777777778,-2.439372735100751
0.33333333333333337,0.5666666666666667,0.025555555555555557,-2.665307905502643
0.33333333333333337,0.5666666666666667,0.03333333333333333,-2.5790223607629144
0.33333333333333337,0.5666666666666667,0.04111111111111111,-2.5949051916982735
0.33333333333333337,0.5666666666666667,0.04888888888888889,-2.8430896771976935
0.33333333333333337,0.5666666666666667,0.05666666666666667,-2.3471918456847845
0.33333333333333337,0.5666666666666667,0.06444444444444444,-2.6910466986874026
0.33333333333333337,0.5666666666666667,0.07222222222222223,-2.2587809454509697
0.33333333333333337,0.5666666666666667,0.08,-2.5805207164862702
0.33333333333333337,0.6444444444444445,0.01,-2.07512253006498
0.33333333333333337,0.6444444444444445,0.017777777777777778,-2.6923282660647354
0.33333333333333337,0.6444444444444445,0.025555555555555557,-2.4324481681011116
0.33333333333333337,0.6444444444444445,0.03333333333333333,-2.516451233736502
0.33333333333333337,0.6444444444444445,0.04111111111111111,-2.629080099894387
0.33333333333333337,0.6444444444444445,0.04888888888888889,-2.3214089818818393
0.33333333333333337,0.6444444444444445,0.05666666666666667,-2.450427595936229
0.33333333333333337,0.6444444444444445,0.06444444444444444,-2.465434307846525
0.33333333333333337,0.6444444444444445,0.07222222222222223,-2.6667802571332286
0.33333333333333337,0.6444444444444445,0.08,-2.360796731123728
0.33333333333333337,0.7222222222222222,0.01,-2.4853137537813135
0.33333333333333337,0.7222222222222222,0.017777777777777778,-2.131792494963219
0.33333333333333337,0.7222222222222222,0.025555555555555557,-2.115720677995646
0.33333333333333337,0.7222222222222222,0.03333333333333333,-2.2559204091285965
0.33333333333333337,0.7222222222222222,0.04111111111111111,-2.22675787956043
0.33333333333333337,0.7222222222222222,0.04888888888888889,-2.663086169544594
0.33333333333333337,0.7222222222222222,0.05666666666666667,-2.338267468082684
0.33333333333333337,0.7222222222222222,0.06444444444444444,-2.104641098498443
0.33333333333333337,0.7222222222222222,0.07222222222222223,-2.8548413015321943
0.33333333333333337,0.7222222222222222,0.08,-2.339489536384861
0.33333333333333337,0.8,0.01,-2.4925786755653605
0.33333333333333337,0.8,0.017777777777777778,-2.7284817992523545
0.33333333333333337,0.8,0.025555555555555557,-2.5819338145729844
0.33333333333333337,0.8,0.03333333333333333,-2.3134702978593635
0.33333333333333337,0.8,0.04111111111111111,-2.5195627619060037
0.33333333333333337,0.8,0.04888888888888889,-2.261049756314805
0.33333333333333337,0.8,0.05666666666666667,-2.4122896605942854
0.33333333333333337,0.8,0.06444444444444444,-2.2008720994649074
0.33333333333333337,0.8,0.07222222222222223,-2.5704758545772766
0.33333333333333337,0.8,0.08,-2.52844722597958
0.4111111111111111,0.1,0.01,-2.163773608777483
0.4111111111111111,0.1,0.017777777777777778,-2.15250098005592
0.4111111111111111,0.1,0.025555555555555557,-2.687012856900821
0.4111111111111111,0.1,0.03333333333333333,-2.2924272873575626
0.4111111111111111,0.1,0.04111111111111111,-2.3321777696424615
0.4111111111111111,0.1,0.04888888888888889,-2.245193603613198
0.4111111111111111,0.1,0.05666666666666667,-2.559767115722427
0.4111111111111111,0.1,0.06444444444444444,-2.82132826220616
0.4111111111111111,0.1,0.07222222222222223,-2.7401801088620963
0.4111111111111111,0.1,0.08,-2.5012527560637325
0.4111111111111111,0.17777777777777778,0.01,-2.4313832766359105
0.4111111111111111,0.17777777777777778,0.017777777777777778,-2.504279255639928
0.4111111111111111,0.17777777777777778,0.025555555555555557,-2.630880041794194
0.4111111111111111,0.17777777777777778,0.03333333333333333,-2.2624475396818653
0.4111111111111111,0.17777777777777778,0.04111111111111111,-2.49622364781498
0.4111111111111111,0.17777777777777778,0.04888888888888889,-2.333575056627005
0.4111111111111111,0.17777777777777778,0.05666666666666667,-2.1907920267309446
0.4111111111111111,0.17777777777777778,0.06444444444444444,-2.124795385050073
0.4111111111111111,0.17777777777777778,0.07222222222222223,-2.3434517597060367
