fraction,gs,fes,gap,num_qubits
0.0,-10.0,-8.0,2.0,10
0.02,-9.8159,-7.8609,1.955,10
0.04,-9.6322,-7.7221,1.9101,10
0.06,-9.4488,-7.5836,1.8652,10
0.08,-9.2657,-7.4454,1.8203,10
0.1,-9.083,-7.3076,1.7754,10
0.12,-8.9008,-7.1701,1.7307,10
0.14,-8.719,-7.0331,1.6859,10
0.16,-8.5376,-6.8964,1.6412,10
0.18,-8.3568,-6.7602,1.5966,10
0.2,-8.1765,-6.6245,1.552,10
0.22,-7.9967,-6.4893,1.5074,10
0.24,-7.8176,-6.3547,1.4629,10
0.26,-7.6392,-6.2206,1.4186,10
0.28,-7.4615,-6.0872,1.3743,10
0.3,-7.2845,-5.9545,1.33,10
0.32,-7.1084,-5.8225,1.2859,10
0.34,-6.9332,-5.6914,1.2418,10
0.36,-6.759,-5.5611,1.1979,10
0.38,-6.5858,-5.4317,1.1541,10
0.4,-6.4139,-5.3033,1.1106,10
0.42,-6.2431,-5.1761,1.067,10
0.44,-6.0738,-5.05,1.0238,10
0.46,-5.9059,-4.9252,0.9807,10
0.48,-5.7396,-4.8018,0.9378,10
0.5,-5.5752,-4.68,0.8952,10
0.52,-5.4127,-4.5598,0.8529,10
0.54,-5.2523,-4.4414,0.8109,10
0.56,-5.0943,-4.325,0.7693,10
0.58,-4.9389,-4.2108,0.7281,10
0.6,-4.7864,-4.0988,0.6876,10
0.62,-4.637,-3.9894,0.6476,10
0.64,-4.4911,-3.8828,0.6083,10
0.66,-4.3491,-3.7792,0.5699,10
0.68,-4.2115,-3.6789,0.5326,10
0.7000000000000001,-4.0787,-3.5821,0.4966,10
0.72,-3.9513,-3.4892,0.4621,10
0.74,-3.8301,-3.4005,0.4296,10
0.76,-3.7158,-3.3163,0.3995,10
0.78,-3.6093,-3.237,0.3723,10
0.8,-3.5118,-3.163,0.3488,10
0.8200000000000001,-3.4243,-3.0948,0.3295,10
0.84,-3.3484,-3.033,0.3154,10
0.86,-3.2853,-2.9784,0.3069,10
0.88,-3.2364,-2.932,0.3044,10
0.9,-3.2032,-2.9085,0.2947,10
0.92,-3.1867,-2.9136,0.2731,10
0.9400000000000001,-3.188,-2.932,0.256,10
0.96,-3.2077,-2.9634,0.2443,10
0.98,-3.2462,-3.0071,0.2391,10
1.0,-3.3032,-3.0627,0.2405,10
