fraction,gs,fes,gap,num_qubits
0.0,-7.0,-5.0,2.0,7
0.02,-6.8691,-4.9141,1.955,7
0.04,-6.7384,-4.8283,1.9101,7
0.06,-6.608,-4.7428,1.8652,7
0.08,-6.4778,-4.6576,1.8202,7
0.1,-6.3479,-4.5725,1.7754,7
0.12,-6.2184,-4.4878,1.7306,7
0.14,-6.0891,-4.4033,1.6858,7
0.16,-5.9603,-4.3192,1.6411,7
0.18,-5.8318,-4.2353,1.5965,7
0.2,-5.7037,-4.1519,1.5518,7
0.22,-5.576,-4.0688,1.5072,7
0.24,-5.4488,-3.9861,1.4627,7
0.26,-5.3221,-3.9038,1.4183,7
0.28,-5.1959,-3.822,1.3739,7
0.3,-5.0703,-3.7407,1.3296,7
0.32,-4.9454,-3.6599,1.2855,7
0.34,-4.8211,-3.5798,1.2413,7
0.36,-4.6975,-3.5002,1.1973,7
0.38,-4.5748,-3.4214,1.1534,7
0.4,-4.4529,-3.3432,1.1097,7
0.42,-4.3319,-3.2659,1.066,7
0.44,-4.212,-3.1894,1.0226,7
0.46,-4.0931,-3.1139,0.9792,7
0.48,-3.9755,-3.0393,0.9362,7
0.5,-3.8592,-2.9659,0.8933,7
0.52,-3.7443,-2.8937,0.8506,7
0.54,-3.631,-2.8227,0.8083,7
0.56,-3.5195,-2.7532,0.7663,7
0.58,-3.4098,-2.6852,0.7246,7
0.6,-3.3022,-2.6188,0.6834,7
0.62,-3.197,-2.5542,0.6428,7
0.64,-3.0942,-2.4915,0.6027,7
0.66,-2.9943,-2.4308,0.5635,7
0.68,-2.8974,-2.3724,0.525,7
0.7000000000000001,-2.8039,-2.3163,0.4876,7
0.72,-2.7143,-2.2627,0.4516,7
0.74,-2.629,-2.2118,0.4172,7
0.76,-2.5485,-2.1637,0.3848,7
0.78,-2.4735,-2.1185,0.355,7
0.8,-2.4047,-2.0763,0.3284,7
0.8200000000000001,-2.3429,-2.0372,0.3057,7
0.84,-2.2893,-2.0015,0.2878,7
0.86,-2.2448,-1.9694,0.2754,7
0.88,-2.2106,-1.9413,0.2693,7
0.9,-2.1875,-1.9182,0.2693,7
0.92,-2.1764,-1.9011,0.2753,7
0.9400000000000001,-2.1777,-1.8917,0.286,7
0.96,-2.1917,-1.8993,0.2924,7
0.98,-2.2184,-1.9285,0.2899,7
1.0,-2.2575,-1.9645,0.293,7
