fraction,gs,fes,gap,num_qubits
0.0,-4.0,-2.0,2.0,4
0.02,-3.9245,-1.9695,1.955,4
0.04,-3.8492,-1.9392,1.91,4
0.06,-3.7741,-1.909,1.8651,4
0.08,-3.6992,-1.8789,1.8203,4
0.1,-3.6245,-1.849,1.7755,4
0.12,-3.5499,-1.8193,1.7306,4
0.14,-3.4756,-1.7897,1.6859,4
0.16,-3.4016,-1.7603,1.6413,4
0.18,-3.3278,-1.7312,1.5966,4
0.2,-3.2543,-1.7022,1.5521,4
0.22,-3.181,-1.6735,1.5075,4
0.24,-3.1081,-1.645,1.4631,4
0.26,-3.0355,-1.6168,1.4187,4
0.28,-2.9633,-1.5888,1.3745,4
0.3,-2.8915,-1.5612,1.3303,4
0.32,-2.8202,-1.5339,1.2863,4
0.34,-2.7492,-1.5069,1.2423,4
0.36,-2.6788,-1.4803,1.1985,4
0.38,-2.6089,-1.4541,1.1548,4
0.4,-2.5396,-1.4283,1.1113,4
0.42,-2.471,-1.403,1.068,4
0.44,-2.403,-1.3782,1.0248,4
0.46,-2.3358,-1.3539,0.9819,4
0.48,-2.2694,-1.3302,0.9392,4
0.5,-2.2039,-1.3071,0.8968,4
0.52,-2.1394,-1.2846,0.8548,4
0.54,-2.076,-1.2628,0.8132,4
0.56,-2.0137,-1.2418,0.7719,4
0.58,-1.9527,-1.2215,0.7312,4
0.6,-1.8931,-1.2021,0.691,4
0.62,-1.835,-1.1835,0.6515,4
0.64,-1.7787,-1.1657,0.613,4
0.66,-1.7243,-1.1489,0.5754,4
0.68,-1.6719,-1.133,0.5389,4
0.7000000000000001,-1.6219,-1.118,0.5039,4
0.72,-1.5746,-1.1039,0.4707,4
0.74,-1.5302,-1.0905,0.4397,4
0.76,-1.4891,-1.0779,0.4112,4
0.78,-1.4518,-1.0659,0.3859,4
0.8,-1.4188,-1.0543,0.3645,4
0.8200000000000001,-1.3906,-1.043,0.3476,4
0.84,-1.3678,-1.0319,0.3359,4
0.86,-1.3507,-1.0209,0.3298,4
0.88,-1.3398,-1.0101,0.3297,4
0.9,-1.3352,-0.9998,0.3354,4
0.92,-1.337,-0.9905,0.3465,4
0.9400000000000001,-1.3451,-0.9829,0.3622,4
0.96,-1.3593,-0.9781,0.3812,4
0.98,-1.3792,-0.9784,0.4008,4
1.0,-1.4047,-0.99,0.4147,4
