fraction,gs,fes,gap,num_qubits
0.0,-13.0,-11.0,2.0,13
0.02,-12.5768,-10.6313,1.9455,13
0.04,-12.1637,-10.271,1.8927,13
0.06,-11.7605,-9.9191,1.8414,13
0.08,-11.3669,-9.5754,1.7915,13
0.1,-10.9826,-9.2397,1.7429,13
0.12,-10.6071,-8.912,1.6951,13
0.14,-10.2402,-8.5919,1.6483,13
0.16,-9.8816,-8.2795,1.6021,13
0.18,-9.5311,-7.9746,1.5565,13
0.2,-9.1883,-7.678,1.5103,13
0.22,-8.853,-7.3887,1.4643,13
0.24,-8.525,-7.1065,1.4185,13
0.26,-8.2042,-6.8313,1.3729,13
0.28,-7.8904,-6.563,1.3274,13
0.3,-7.5833,-6.3013,1.282,13
0.32,-7.283,-6.0461,1.2369,13
0.34,-6.9894,-5.7974,1.192,13
0.36,-6.7024,-5.5549,1.1475,13
0.38,-6.4221,-5.3187,1.1034,13
0.4,-6.1484,-5.0886,1.0598,13
0.42,-5.8816,-4.8646,1.017,13
0.44,-5.6217,-4.6466,0.9751,13
0.46,-5.369,-4.4346,0.9344,13
0.48,-5.1237,-4.2285,0.8952,13
0.5,-4.8864,-4.0285,0.8579,13
0.52,-4.6575,-3.8346,0.8229,13
0.54,-4.4375,-3.6469,0.7906,13
0.56,-4.2272,-3.4658,0.7614,13
0.58,-4.0273,-3.2918,0.7355,13
0.6,-3.8386,-3.1258,0.7128,13
0.62,-3.662,-2.9691,0.6929,13
0.64,-3.4983,-2.8235,0.6748,13
0.66,-3.348,-2.6907,0.6573,13
0.68,-3.2117,-2.5719,0.6398,13
0.7000000000000001,-3.0898,-2.4677,0.6221,13
0.72,-2.9821,-2.3776,0.6045,13
0.74,-2.8886,-2.3009,0.5877,13
0.76,-2.8091,-2.2372,0.5719,13
0.78,-2.7432,-2.1858,0.5574,13
0.8,-2.6904,-2.146,0.5444,13
0.8200000000000001,-2.6501,-2.1172,0.5329,13
0.84,-2.622,-2.0986,0.5234,13
0.86,-2.6056,-2.0895,0.5161,13
0.88,-2.6002,-2.0893,0.5109,13
0.9,-2.6055,-2.0974,0.5081,13
0.92,-2.621,-2.1132,0.5078,13
0.9400000000000001,-2.6463,-2.1363,0.51,13
0.96,-2.6807,-2.1661,0.5146,13
0.98,-2.724,-2.2022,0.5218,13
1.0,-2.7755,-2.2442,0.5313,13
