fraction,gs,fes,gap,num_qubits
0.0,-20.0,-18.0,2.0,20
0.02,-19.3771,-17.4309,1.9462,20
0.04,-18.7668,-16.8732,1.8936,20
0.06,-18.1688,-16.3267,1.8421,20
0.08,-17.5828,-15.7912,1.7916,20
0.1,-17.0087,-15.2667,1.742,20
0.12,-16.4461,-14.7529,1.6932,20
0.14,-15.8947,-14.2497,1.645,20
0.16,-15.3544,-13.7569,1.5975,20
0.18,-14.8248,-13.2743,1.5505,20
0.2,-14.3058,-12.8018,1.504,20
0.22,-13.797,-12.3393,1.4577,20
0.24,-13.2984,-11.8865,1.4119,20
0.26,-12.8098,-11.4433,1.3665,20
0.28,-12.3309,-11.0096,1.3213,20
0.3,-11.8618,-10.5853,1.2765,20
0.32,-11.4023,-10.1703,1.232,20
0.34,-10.9525,-9.7645,1.188,20
0.36,-10.5123,-9.3679,1.1444,20
0.38,-10.0818,-8.9805,1.1013,20
0.4,-9.6611,-8.6022,1.0589,20
0.42,-9.2505,-8.2334,1.0171,20
0.44,-8.8501,-7.8743,0.9758,20
0.46,-8.4605,-7.525,0.9355,20
0.48,-8.082,-7.1855,0.8965,20
0.5,-7.7153,-6.8563,0.859,20
0.52,-7.361,-6.5377,0.8233,20
0.54,-7.0201,-6.2301,0.79,20
0.56,-6.6936,-5.9343,0.7593,20
0.58,-6.3825,-5.6509,0.7316,20
0.6,-6.0882,-5.3809,0.7073,20
0.62,-5.8119,-5.1256,0.6863,20
0.64,-5.5548,-4.8865,0.6683,20
0.66,-5.3181,-4.6656,0.6525,20
0.68,-5.1027,-4.465,0.6377,20
0.7000000000000001,-4.9092,-4.2864,0.6228,20
0.72,-4.7378,-4.1303,0.6075,20
0.74,-4.5885,-3.996,0.5925,20
0.76,-4.4612,-3.8828,0.5784,20
0.78,-4.3552,-3.7898,0.5654,20
0.8,-4.2701,-3.7162,0.5539,20
0.8200000000000001,-4.205,-3.661,0.544,20
0.84,-4.1593,-3.6234,0.5359,20
0.86,-4.1321,-3.6023,0.5298,20
0.88,-4.1228,-3.5969,0.5259,20
0.9,-4.1306,-3.6064,0.5242,20
0.92,-4.1546,-3.6298,0.5248,20
0.9400000000000001,-4.1942,-3.6663,0.5279,20
0.96,-4.2486,-3.7153,0.5333,20
0.98,-4.317,-3.7759,0.5411,20
1.0,-4.3986,-3.8476,0.551,20
