fraction,gs,fes,gap,num_qubits
0.0,-11.0,-9.0,2.0,11
0.02,-10.7461,-8.7969,1.9492,11
0.04,-10.4933,-8.5945,1.8988,11
0.06,-10.2416,-8.3931,1.8485,11
0.08,-9.9911,-8.1924,1.7987,11
0.1,-9.7418,-7.9927,1.7491,11
0.12,-9.4938,-7.794,1.6998,11
0.14,-9.247,-7.5962,1.6508,11
0.16,-9.0016,-7.3995,1.6021,11
0.18,-8.7575,-7.2038,1.5537,11
0.2,-8.515,-7.0092,1.5058,11
0.22,-8.2739,-6.8165,1.4574,11
0.24,-8.0344,-6.6254,1.409,11
0.26,-7.7965,-6.4357,1.3608,11
0.28,-7.5604,-6.2475,1.3129,11
0.3,-7.326,-6.0609,1.2651,11
0.32,-7.0935,-5.8758,1.2177,11
0.34,-6.8631,-5.6924,1.1707,11
0.36,-6.6347,-5.5107,1.124,11
0.38,-6.4086,-5.3309,1.0777,11
0.4,-6.1848,-5.153,1.0318,11
0.42,-5.9635,-4.977,0.9865,11
0.44,-5.745,-4.8032,0.9418,11
0.46,-5.5294,-4.6315,0.8979,11
0.48,-5.317,-4.4622,0.8548,11
0.5,-5.108,-4.2953,0.8127,11
0.52,-4.9028,-4.131,0.7718,11
0.54,-4.7018,-3.9694,0.7324,11
0.56,-4.5053,-3.8107,0.6946,11
0.58,-4.3139,-3.655,0.6589,11
0.6,-4.1283,-3.5026,0.6257,11
0.62,-3.9489,-3.3537,0.5952,11
0.64,-3.7766,-3.2085,0.5681,11
0.66,-3.6121,-3.0673,0.5448,11
0.68,-3.4563,-2.9305,0.5258,11
0.7000000000000001,-3.3101,-2.8039,0.5062,11
0.72,-3.1741,-2.7066,0.4675,11
0.74,-3.0493,-2.6189,0.4304,11
0.76,-2.9362,-2.5408,0.3954,11
0.78,-2.8355,-2.472,0.3635,11
0.8,-2.7477,-2.4124,0.3353,11
0.8200000000000001,-2.6733,-2.3615,0.3118,11
0.84,-2.6127,-2.3189,0.2938,11
0.86,-2.5664,-2.2842,0.2822,11
0.88,-2.5346,-2.2573,0.2773,11
0.9,-2.5172,-2.2382,0.279,11
0.92,-2.514,-2.2274,0.2866,11
0.9400000000000001,-2.5244,-2.2258,0.2986,11
0.96,-2.5478,-2.235,0.3128,11
0.98,-2.5833,-2.2571,0.3262,11
1.0,-2.6304,-2.2947,0.3357,11
