fraction,gs,fes,gap,num_qubits
0.0,-6.0,-4.0,2.0,6
0.02,-5.8576,-3.9084,1.9492,6
0.04,-5.716,-3.8172,1.8988,6
0.06,-5.5753,-3.7267,1.8486,6
0.08,-5.4353,-3.6367,1.7986,6
0.1,-5.2963,-3.5472,1.7491,6
0.12,-5.1582,-3.4584,1.6998,6
0.14,-5.021,-3.3702,1.6508,6
0.16,-4.8847,-3.2826,1.6021,6
0.18,-4.7495,-3.1956,1.5539,6
0.2,-4.6152,-3.1094,1.5058,6
0.22,-4.4821,-3.0238,1.4583,6
0.24,-4.35,-2.9389,1.4111,6
0.26,-4.219,-2.8547,1.3643,6
0.28,-4.0892,-2.7713,1.3179,6
0.3,-3.9607,-2.6886,1.2721,6
0.32,-3.8334,-2.6066,1.2268,6
0.34,-3.7074,-2.5254,1.182,6
0.36,-3.5829,-2.445,1.1379,6
0.38,-3.4598,-2.3653,1.0945,6
0.4,-3.3382,-2.2864,1.0518,6
0.42,-3.2182,-2.2083,1.0099,6
0.44,-3.1,-2.131,0.969,6
0.46,-2.9836,-2.0544,0.9292,6
0.48,-2.8692,-1.9786,0.8906,6
0.5,-2.7569,-1.9036,0.8533,6
0.52,-2.6469,-1.8294,0.8175,6
0.54,-2.5393,-1.7561,0.7832,6
0.56,-2.4344,-1.6839,0.7505,6
0.58,-2.3324,-1.6133,0.7191,6
0.6,-2.2336,-1.5451,0.6885,6
0.62,-2.1383,-1.4813,0.657,6
0.64,-2.0468,-1.424,0.6228,6
0.66,-1.9595,-1.3737,0.5858,6
0.68,-1.8766,-1.3293,0.5473,6
0.7000000000000001,-1.7985,-1.29,0.5085,6
0.72,-1.7256,-1.255,0.4706,6
0.74,-1.6582,-1.2238,0.4344,6
0.76,-1.5968,-1.1962,0.4006,6
0.78,-1.5417,-1.1717,0.37,6
0.8,-1.4933,-1.15,0.3433,6
0.8200000000000001,-1.4521,-1.1306,0.3215,6
0.84,-1.4185,-1.1132,0.3053,6
0.86,-1.3929,-1.0974,0.2955,6
0.88,-1.3754,-1.083,0.2924,6
0.9,-1.3661,-1.0704,0.2957,6
0.92,-1.3648,-1.06,0.3048,6
0.9400000000000001,-1.3709,-1.0527,0.3182,6
0.96,-1.384,-1.0502,0.3338,6
0.98,-1.4037,-1.055,0.3487,6
1.0,-1.4294,-1.0703,0.3591,6
