fraction,gs,fes,gap,num_qubits
0.0,-4.0,-2.0,2.0,4
0.02,-3.9237,-1.9687,1.955,4
0.04,-3.8475,-1.9375,1.91,4
0.06,-3.7715,-1.9064,1.8651,4
0.08,-3.6956,-1.8754,1.8202,4
0.1,-3.6199,-1.8445,1.7754,4
0.12,-3.5443,-1.8138,1.7305,4
0.14,-3.469,-1.7831,1.6859,4
0.16,-3.3938,-1.7526,1.6412,4
0.18,-3.3188,-1.7223,1.5965,4
0.2,-3.244,-1.6921,1.5519,4
0.22,-3.1694,-1.6621,1.5073,4
0.24,-3.0951,-1.6323,1.4628,4
0.26,-3.0211,-1.6027,1.4184,4
0.28,-2.9473,-1.5733,1.374,4
0.3,-2.8739,-1.5441,1.3298,4
0.32,-2.8007,-1.5152,1.2855,4
0.34,-2.728,-1.4865,1.2415,4
0.36,-2.6556,-1.4581,1.1975,4
0.38,-2.5837,-1.4301,1.1536,4
0.4,-2.5122,-1.4023,1.1099,4
0.42,-2.4413,-1.3749,1.0664,4
0.44,-2.3709,-1.3479,1.023,4
0.46,-2.3011,-1.3213,0.9798,4
0.48,-2.2319,-1.2952,0.9367,4
0.5,-2.1635,-1.2696,0.8939,4
0.52,-2.0958,-1.2444,0.8514,4
0.54,-2.0291,-1.2199,0.8092,4
0.56,-1.9633,-1.1959,0.7674,4
0.58,-1.8985,-1.1726,0.7259,4
0.6,-1.8349,-1.15,0.6849,4
0.62,-1.7727,-1.1281,0.6446,4
0.64,-1.7118,-1.107,0.6048,4
0.66,-1.6526,-1.0868,0.5658,4
0.68,-1.5952,-1.0673,0.5279,4
0.7000000000000001,-1.5399,-1.0488,0.4911,4
0.72,-1.4868,-1.0311,0.4557,4
0.74,-1.4364,-1.0142,0.4222,4
0.76,-1.3889,-0.9981,0.3908,4
0.78,-1.3449,-0.9827,0.3622,4
0.8,-1.3048,-0.9679,0.3369,4
0.8200000000000001,-1.2692,-0.9534,0.3158,4
0.84,-1.2388,-0.9393,0.2995,4
0.86,-1.2143,-0.9252,0.2891,4
0.88,-1.1961,-0.9114,0.2847,4
0.9,-1.1847,-0.8982,0.2865,4
0.92,-1.1801,-0.8862,0.2939,4
0.9400000000000001,-1.1825,-0.8766,0.3059,4
0.96,-1.1915,-0.871,0.3205,4
0.98,-1.207,-0.872,0.335,4
1.0,-1.2287,-0.8836,0.3451,4
