fraction,gs,fes,gap,num_qubits
0.0,-15.0,-13.0,2.0,15
0.02,-14.5731,-12.627,1.9461,15
0.04,-14.1541,-12.2605,1.8936,15
0.06,-13.7429,-11.9004,1.8425,15
0.08,-13.3393,-11.5469,1.7924,15
0.1,-12.943,-11.1998,1.7432,15
0.12,-12.554,-10.8591,1.6949,15
0.14,-12.172,-10.5247,1.6473,15
0.16,-11.7967,-10.1967,1.6,15
0.18,-11.4282,-9.8747,1.5535,15
0.2,-11.0661,-9.5589,1.5072,15
0.22,-10.7104,-9.249,1.4614,15
0.24,-10.361,-8.945,1.416,15
0.26,-10.0176,-8.6469,1.3707,15
0.28,-9.6803,-8.3544,1.3259,15
0.3,-9.349,-8.0675,1.2815,15
0.32,-9.0236,-7.7862,1.2374,15
0.34,-8.7041,-7.5104,1.1937,15
0.36,-8.3905,-7.24,1.1505,15
0.38,-8.083,-6.975,1.108,15
0.4,-7.7814,-6.7153,1.0661,15
0.42,-7.486,-6.4609,1.0251,15
0.44,-7.197,-6.2118,0.9852,15
0.46,-6.9145,-5.968,0.9465,15
0.48,-6.6389,-5.7295,0.9094,15
0.5,-6.3703,-5.4965,0.8738,15
0.52,-6.1093,-5.2689,0.8404,15
0.54,-5.8563,-5.0487,0.8076,15
0.56,-5.6118,-4.8463,0.7655,15
0.58,-5.3765,-4.6527,0.7238,15
0.6,-5.1508,-4.4683,0.6825,15
0.62,-4.9355,-4.2939,0.6416,15
0.64,-4.7312,-4.1298,0.6014,15
0.66,-4.5385,-3.9767,0.5618,15
0.68,-4.3579,-3.8349,0.523,15
0.7000000000000001,-4.1901,-3.7047,0.4854,15
0.72,-4.0354,-3.5865,0.4489,15
0.74,-3.8943,-3.4803,0.414,15
0.76,-3.7672,-3.3861,0.3811,15
0.78,-3.6547,-3.3042,0.3505,15
0.8,-3.5572,-3.2342,0.323,15
0.8200000000000001,-3.4756,-3.1763,0.2993,15
0.84,-3.4104,-3.1301,0.2803,15
0.86,-3.3623,-3.0955,0.2668,15
0.88,-3.3315,-3.0721,0.2594,15
0.9,-3.3182,-3.0597,0.2585,15
0.92,-3.3219,-3.0584,0.2635,15
0.9400000000000001,-3.3419,-3.0686,0.2733,15
0.96,-3.3772,-3.0914,0.2858,15
0.98,-3.427,-3.1288,0.2982,15
1.0,-3.4903,-3.1833,0.307,15
