fraction,gs,fes,gap,num_qubits
0.0,-23.0,-21.0,2.0,23
0.02,-22.3504,-20.4042,1.9462,23
0.04,-21.7107,-19.8167,1.894,23
0.06,-21.0806,-19.2374,1.8432,23
0.08,-20.4601,-18.6664,1.7937,23
0.1,-19.8488,-18.1035,1.7453,23
0.12,-19.2468,-17.5489,1.6979,23
0.14,-18.6536,-17.0027,1.6509,23
0.16,-18.0693,-16.4671,1.6022,23
0.18,-17.4937,-15.9397,1.554,23
0.2,-16.9265,-15.4205,1.506,23
0.22,-16.3678,-14.9093,1.4585,23
0.24,-15.8173,-14.4061,1.4112,23
0.26,-15.275,-13.9106,1.3644,23
0.28,-14.7409,-13.4228,1.3181,23
0.3,-14.2149,-12.9426,1.2723,23
0.32,-13.697,-12.4701,1.2269,23
0.34,-13.1871,-12.005,1.1821,23
0.36,-12.6854,-11.5475,1.1379,23
0.38,-12.192,-11.0976,1.0944,23
0.4,-11.7068,-10.6553,1.0515,23
0.42,-11.2302,-10.2207,1.0095,23
0.44,-10.7623,-9.7938,0.9685,23
0.46,-10.3034,-9.375,0.9284,23
0.48,-9.8539,-8.9643,0.8896,23
0.5,-9.4141,-8.5678,0.8463,23
0.52,-8.9846,-8.1811,0.8035,23
0.54,-8.5661,-7.8045,0.7616,23
0.56,-8.1592,-7.4384,0.7208,23
0.58,-7.7649,-7.0834,0.6815,23
0.6,-7.3843,-6.74,0.6443,23
0.62,-7.0184,-6.4089,0.6095,23
0.64,-6.6688,-6.0909,0.5779,23
0.66,-6.3367,-5.7868,0.5499,23
0.68,-6.0237,-5.4977,0.526,23
0.7000000000000001,-5.7314,-5.2251,0.5063,23
0.72,-5.461,-4.9906,0.4704,23
0.74,-5.2137,-4.7815,0.4322,23
0.76,-4.9904,-4.5946,0.3958,23
0.78,-4.7919,-4.4298,0.3621,23
0.8,-4.6186,-4.287,0.3316,23
0.8200000000000001,-4.471,-4.1658,0.3052,23
0.84,-4.3497,-4.0656,0.2841,23
0.86,-4.2551,-3.986,0.2691,23
0.88,-4.1871,-3.9264,0.2607,23
0.9,-4.1458,-3.8862,0.2596,23
0.92,-4.1303,-3.8653,0.265,23
0.9400000000000001,-4.1397,-3.8636,0.2761,23
0.96,-4.1726,-3.8817,0.2909,23
0.98,-4.2277,-3.9215,0.3062,23
1.0,-4.3037,-3.987,0.3167,23
