fraction,gs,fes,gap,num_qubits
0.0,-21.0,-19.0,2.0,21
0.02,-20.2557,-18.3124,1.9433,21
0.04,-19.539,-17.6491,1.8899,21
0.06,-18.8476,-17.0088,1.8388,21
0.08,-18.1798,-16.39,1.7898,21
0.1,-17.5337,-15.7914,1.7423,21
0.12,-16.9078,-15.2118,1.696,21
0.14,-16.3005,-14.65,1.6505,21
0.16,-15.7106,-14.1082,1.6024,21
0.18,-15.137,-13.5828,1.5542,21
0.2,-14.5787,-13.0724,1.5063,21
0.22,-14.0347,-12.5759,1.4588,21
0.24,-13.5044,-12.0928,1.4116,21
0.26,-12.987,-11.6222,1.3648,21
0.28,-12.482,-11.1635,1.3185,21
0.3,-11.989,-10.7164,1.2726,21
0.32,-11.5074,-10.2802,1.2272,21
0.34,-11.0371,-9.8548,1.1823,21
0.36,-10.5777,-9.4397,1.138,21
0.38,-10.129,-9.0347,1.0943,21
0.4,-9.691,-8.6398,1.0512,21
0.42,-9.2636,-8.2547,1.0089,21
0.44,-8.8469,-7.8795,0.9674,21
0.46,-8.441,-7.5141,0.9269,21
0.48,-8.0462,-7.1588,0.8874,21
0.5,-7.6627,-6.8136,0.8491,21
0.52,-7.291,-6.479,0.812,21
0.54,-6.9315,-6.1552,0.7763,21
0.56,-6.585,-5.8427,0.7423,21
0.58,-6.2522,-5.5424,0.7098,21
0.6,-5.9338,-5.2631,0.6707,21
0.62,-5.6309,-4.9989,0.632,21
0.64,-5.3446,-4.7478,0.5968,21
0.66,-5.0758,-4.5099,0.5659,21
0.68,-4.8258,-4.2855,0.5403,21
0.7000000000000001,-4.5955,-4.0878,0.5077,21
0.72,-4.3861,-3.9167,0.4694,21
0.74,-4.1982,-3.7661,0.4321,21
0.76,-4.0321,-3.6354,0.3967,21
0.78,-3.8881,-3.5241,0.364,21
0.8,-3.766,-3.4311,0.3349,21
0.8200000000000001,-3.6656,-3.3553,0.3103,21
0.84,-3.5865,-3.2955,0.291,21
0.86,-3.5283,-3.2504,0.2779,21
0.88,-3.4905,-3.2189,0.2716,21
0.9,-3.4726,-3.2005,0.2721,21
0.92,-3.4736,-3.1946,0.279,21
0.9400000000000001,-3.4924,-3.2015,0.2909,21
0.96,-3.5279,-3.2219,0.306,21
0.98,-3.5791,-3.2581,0.321,21
1.0,-3.645,-3.3136,0.3314,21
