fraction,gs,fes,gap,num_qubits
0.0,-11.0,-9.0,2.0,11
0.02,-10.6498,-8.7038,1.946,11
0.04,-10.3074,-8.4138,1.8936,11
0.06,-9.9725,-8.1301,1.8424,11
0.08,-9.6449,-7.8526,1.7923,11
0.1,-9.3245,-7.5814,1.7431,11
0.12,-9.0111,-7.3164,1.6947,11
0.14,-8.7043,-7.0574,1.6469,11
0.16,-8.4042,-6.8044,1.5998,11
0.18,-8.1104,-6.5574,1.553,11
0.2,-7.8229,-6.3161,1.5068,11
0.22,-7.5414,-6.0805,1.4609,11
0.24,-7.2659,-5.8505,1.4154,11
0.26,-6.9961,-5.6259,1.3702,11
0.28,-6.7321,-5.4067,1.3254,11
0.3,-6.4736,-5.1927,1.2809,11
0.32,-6.2207,-4.9838,1.2369,11
0.34,-5.9733,-4.78,1.1933,11
0.36,-5.7314,-4.5811,1.1503,11
0.38,-5.4951,-4.3871,1.108,11
0.4,-5.2642,-4.1978,1.0664,11
0.42,-5.0391,-4.0133,1.0258,11
0.44,-4.8197,-3.8335,0.9862,11
0.46,-4.6062,-3.6583,0.9479,11
0.48,-4.3989,-3.4877,0.9112,11
0.5,-4.198,-3.3217,0.8763,11
0.52,-4.0039,-3.1605,0.8434,11
0.54,-3.817,-3.0043,0.8127,11
0.56,-3.6376,-2.8536,0.784,11
0.58,-3.4663,-2.7127,0.7536,11
0.6,-3.3035,-2.5905,0.713,11
0.62,-3.1498,-2.4788,0.671,11
0.64,-3.0056,-2.3763,0.6293,11
0.66,-2.8714,-2.2829,0.5885,11
0.68,-2.7474,-2.1986,0.5488,11
0.7000000000000001,-2.6339,-2.1234,0.5105,11
0.72,-2.5312,-2.057,0.4742,11
0.74,-2.4392,-1.999,0.4402,11
0.76,-2.3582,-1.9489,0.4093,11
0.78,-2.2882,-1.9062,0.382,11
0.8,-2.2293,-1.8703,0.359,11
0.8200000000000001,-2.1815,-1.8404,0.3411,11
0.84,-2.145,-1.816,0.329,11
0.86,-2.1197,-1.7965,0.3232,11
0.88,-2.1053,-1.7817,0.3236,11
0.9,-2.1016,-1.7716,0.33,11
0.92,-2.1081,-1.7665,0.3416,11
0.9400000000000001,-2.124,-1.7672,0.3568,11
0.96,-2.1487,-1.775,0.3737,11
0.98,-2.1818,-1.7923,0.3895,11
1.0,-2.2225,-1.8219,0.4006,11
