fraction,gs,fes,gap,num_qubits
0.0,-4.0,-2.0,2.0,4
0.02,-3.9246,-1.9696,1.955,4
0.04,-3.8493,-1.9392,1.9101,4
0.06,-3.7742,-1.909,1.8652,4
0.08,-3.6992,-1.879,1.8202,4
0.1,-3.6244,-1.8491,1.7753,4
0.12,-3.5499,-1.8193,1.7306,4
0.14,-3.4755,-1.7897,1.6858,4
0.16,-3.4013,-1.7603,1.641,4
0.18,-3.3274,-1.731,1.5964,4
0.2,-3.2538,-1.702,1.5518,4
0.22,-3.1804,-1.6732,1.5072,4
0.24,-3.1073,-1.6446,1.4627,4
0.26,-3.0345,-1.6163,1.4182,4
0.28,-2.962,-1.5882,1.3738,4
0.3,-2.8899,-1.5604,1.3295,4
0.32,-2.8182,-1.5329,1.2853,4
0.34,-2.7469,-1.5058,1.2411,4
0.36,-2.6761,-1.479,1.1971,4
0.38,-2.6058,-1.4525,1.1533,4
0.4,-2.536,-1.4265,1.1095,4
0.42,-2.4667,-1.401,1.0657,4
0.44,-2.3981,-1.3759,1.0222,4
0.46,-2.3302,-1.3513,0.9789,4
0.48,-2.2631,-1.3273,0.9358,4
0.5,-2.1967,-1.3039,0.8928,4
0.52,-2.1313,-1.2812,0.8501,4
0.54,-2.0668,-1.2591,0.8077,4
0.56,-2.0034,-1.2378,0.7656,4
0.58,-1.9411,-1.2173,0.7238,4
0.6,-1.8801,-1.1977,0.6824,4
0.62,-1.8205,-1.1789,0.6416,4
0.64,-1.7625,-1.1611,0.6014,4
0.66,-1.7062,-1.1444,0.5618,4
0.68,-1.6518,-1.1287,0.5231,4
0.7000000000000001,-1.5995,-1.1141,0.4854,4
0.72,-1.5495,-1.1006,0.4489,4
0.74,-1.5022,-1.0882,0.414,4
0.76,-1.4579,-1.0768,0.3811,4
0.78,-1.4169,-1.0664,0.3505,4
0.8,-1.3799,-1.0569,0.323,4
0.8200000000000001,-1.3474,-1.0481,0.2993,4
0.84,-1.32,-1.0397,0.2803,4
0.86,-1.2984,-1.0316,0.2668,4
0.88,-1.2831,-1.0237,0.2594,4
0.9,-1.2747,-1.0162,0.2585,4
0.92,-1.2732,-1.0097,0.2635,4
0.9400000000000001,-1.2785,-1.0053,0.2732,4
0.96,-1.2904,-1.0046,0.2858,4
0.98,-1.3085,-1.0103,0.2982,4
1.0,-1.3323,-1.0253,0.307,4
