fraction,gs,fes,gap,num_qubits
0.0,-21.0,-19.0,2.0,21
0.02,-20.4212,-18.4751,1.9461,21
0.04,-19.8517,-17.958,1.8937,21
0.06,-19.2913,-17.4488,1.8425,21
0.08,-18.7398,-16.9475,1.7923,21
0.1,-18.1972,-16.4541,1.7431,21
0.12,-17.6633,-15.9694,1.6939,21
0.14,-17.1378,-15.4934,1.6444,21
0.16,-16.6207,-15.0253,1.5954,21
0.18,-16.1119,-14.565,1.5469,21
0.2,-15.6111,-14.1123,1.4988,21
0.22,-15.1185,-13.6671,1.4514,21
0.24,-14.6337,-13.2293,1.4044,21
0.26,-14.1569,-12.799,1.3579,21
0.28,-13.688,-12.3759,1.3121,21
0.3,-13.227,-11.9601,1.2669,21
0.32,-12.7739,-11.5516,1.2223,21
0.34,-12.3288,-11.1503,1.1785,21
0.36,-11.8918,-10.7564,1.1354,21
0.38,-11.4631,-10.37,1.0931,21
0.4,-11.043,-9.9912,1.0518,21
0.42,-10.6315,-9.6202,1.0113,21
0.44,-10.2293,-9.2572,0.9721,21
0.46,-9.8365,-8.9025,0.934,21
0.48,-9.4538,-8.5566,0.8972,21
0.5,-9.0817,-8.2198,0.8619,21
0.52,-8.7208,-7.8928,0.828,21
0.54,-8.3721,-7.5762,0.7959,21
0.56,-8.0363,-7.2707,0.7656,21
0.58,-7.7144,-6.9773,0.7371,21
0.6,-7.4074,-6.697,0.7104,21
0.62,-7.1162,-6.4427,0.6735,21
0.64,-6.8418,-6.2099,0.6319,21
0.66,-6.5851,-5.994,0.5911,21
0.68,-6.347,-5.7955,0.5515,21
0.7000000000000001,-6.1281,-5.6147,0.5134,21
0.72,-5.9288,-5.4518,0.477,21
0.74,-5.7498,-5.3066,0.4432,21
0.76,-5.5913,-5.1791,0.4122,21
0.78,-5.4537,-5.0689,0.3848,21
0.8,-5.3374,-4.9756,0.3618,21
0.8200000000000001,-5.2428,-4.8989,0.3439,21
0.84,-5.1701,-4.8385,0.3316,21
0.86,-5.1198,-4.7941,0.3257,21
0.88,-5.0919,-4.7659,0.326,21
0.9,-5.0863,-4.7539,0.3324,21
0.92,-5.1029,-4.7587,0.3442,21
0.9400000000000001,-5.1411,-4.7809,0.3602,21
0.96,-5.2002,-4.8217,0.3785,21
0.98,-5.2794,-4.8832,0.3962,21
1.0,-5.3777,-4.9739,0.4038,21
