fraction,gs,fes,gap,num_qubits
0.0,-11.0,-9.0,2.0,11
0.02,-10.7304,-8.7832,1.9472,11
0.04,-10.4634,-8.5683,1.8951,11
0.06,-10.1991,-8.3553,1.8438,11
0.08,-9.9374,-8.1444,1.793,11
0.1,-9.6784,-7.9355,1.7429,11
0.12,-9.4222,-7.7287,1.6935,11
0.14,-9.1686,-7.524,1.6446,11
0.16,-8.9178,-7.3214,1.5964,11
0.18,-8.6698,-7.1209,1.5489,11
0.2,-8.4245,-6.9227,1.5018,11
0.22,-8.182,-6.7266,1.4554,11
0.24,-7.9424,-6.5327,1.4097,11
0.26,-7.7056,-6.3411,1.3645,11
0.28,-7.4718,-6.1517,1.3201,11
0.3,-7.2409,-5.9645,1.2764,11
0.32,-7.0131,-5.7797,1.2334,11
0.34,-6.7883,-5.5972,1.1911,11
0.36,-6.5667,-5.417,1.1497,11
0.38,-6.3484,-5.2391,1.1093,11
0.4,-6.1335,-5.0637,1.0698,11
0.42,-5.9221,-4.8907,1.0314,11
0.44,-5.7144,-4.7202,0.9942,11
0.46,-5.5106,-4.5523,0.9583,11
0.48,-5.3108,-4.387,0.9238,11
0.5,-5.1153,-4.2246,0.8907,11
0.52,-4.9243,-4.0654,0.8589,11
0.54,-4.7381,-3.9103,0.8278,11
0.56,-4.5571,-3.7614,0.7957,11
0.58,-4.3816,-3.6222,0.7594,11
0.6,-4.2119,-3.4932,0.7187,11
0.62,-4.0484,-3.3725,0.6759,11
0.64,-3.8915,-3.2588,0.6327,11
0.66,-3.7417,-3.1521,0.5896,11
0.68,-3.5992,-3.0521,0.5471,11
0.7000000000000001,-3.4646,-2.9589,0.5057,11
0.72,-3.3383,-2.8726,0.4657,11
0.74,-3.2206,-2.7933,0.4273,11
0.76,-3.1121,-2.7209,0.3912,11
0.78,-3.0133,-2.6554,0.3579,11
0.8,-2.9248,-2.5968,0.328,11
0.8200000000000001,-2.8474,-2.5449,0.3025,11
0.84,-2.7818,-2.4998,0.282,11
0.86,-2.729,-2.4614,0.2676,11
0.88,-2.6898,-2.4299,0.2599,11
0.9,-2.6648,-2.4059,0.2589,11
0.92,-2.6545,-2.3902,0.2643,11
0.9400000000000001,-2.659,-2.399,0.26,11
0.96,-2.6784,-2.4296,0.2488,11
0.98,-2.7125,-2.4687,0.2438,11
1.0,-2.7608,-2.5154,0.2454,11
