anneal_time,anneal_fraction
0.0,0.0
0.2148283260010073,0.025955897064550763
0.6554250922142609,0.07407006414656274
1.1176792806568572,0.11777792412759343
1.6011347022534275,0.15773366135813166
2.105314244871136,0.19447005270484286
2.629720344171754,0.22842552643994257
3.1738354746475865,0.25996430167817897
3.73712266035667,0.2893915891158011
4.319026004853196,0.3169652113501167
4.918971239790189,0.34290459034595605
5.53636629165303,0.3673977735376087
6.1706018660645405,0.3906069812980885
6.821052049084964,0.41267302742741896
7.487074924913463,0.43371887197051306
8.16801320938151,0.45385249975822745
8.863194898613008,0.47316927043119106
9.571933932210992,0.4917538508908311
10.293530870316403,0.509681815405935
11.027273583870778,0.5270209794205684
11.772437957401676,0.5438325186688933
12.528288603637206,0.5601719142393531
13.294079589244486,0.5760897558417508
14.069055170975787,0.5916324290648975
14.85245054149588,0.6068427073959642
15.643492584154528,0.6217602658576086
16.441400635959294,0.6364221300480774
17.24538725799565,0.6508630719509596
18.054659012534124,0.6651159619712478
18.868417246057557,0.6792120851443683
19.685858877435674,0.6931814282727394
20.50617719046924,0.7070529438079618
21.328562630021516,0.7208547955687825
22.152203600951456,0.73461459083006
22.976287269060137,0.7483596029098024
23.800000363259965,0.7621169881011096
24.62252997817505,0.7759140006307741
25.44306437638067,0.7897782092689997
26.260793789490116,0.8037377192626312
27.07491121729832,0.8178214034195666
27.88461322419363,0.8320591464416355
28.689100732051738,0.8464821069993587
29.48757980882934,0.8611230025829709
30.279262452079216,0.8760164228754069
31.06336736661347,0.8911991783092229
31.8391207355476,0.906710691636562
32.605756983964305,0.9225934418201095
33.36251953444351,0.9388934714235712
34.108661553712935,0.9556609710484097
34.843446689682395,0.9729509573696593
35.56614979813436,0.9908240651545267
35.92439092548764,1.0
