fraction,gs,fes,gap,num_qubits
0.0,-6.0,-4.0,2.0,6
0.02,-5.8929,-3.9329,1.96,6
0.04,-5.786,-3.866,1.92,6
0.06,-5.6794,-3.7993,1.8801,6
0.08,-5.573,-3.7328,1.8402,6
0.1,-5.4668,-3.6665,1.8003,6
0.12,-5.3609,-3.6005,1.7604,6
0.14,-5.2553,-3.5347,1.7206,6
0.16,-5.15,-3.4692,1.6808,6
0.18,-5.045,-3.404,1.641,6
0.2,-4.9403,-3.3391,1.6012,6
0.22,-4.8361,-3.2746,1.5615,6
0.24,-4.7322,-3.2104,1.5218,6
0.26,-4.6288,-3.1466,1.4822,6
0.28,-4.5258,-3.0832,1.4426,6
0.3,-4.4234,-3.0203,1.4031,6
0.32,-4.3215,-2.9579,1.3636,6
0.34,-4.2202,-2.896,1.3242,6
0.36,-4.1195,-2.8347,1.2848,6
0.38,-4.0196,-2.774,1.2456,6
0.4,-3.9204,-2.714,1.2064,6
0.42,-3.822,-2.6547,1.1673,6
0.44,-3.7245,-2.5962,1.1283,6
0.46,-3.628,-2.5386,1.0894,6
0.48,-3.5326,-2.482,1.0506,6
0.5,-3.4384,-2.4264,1.012,6
0.52,-3.3454,-2.372,0.9734,6
0.54,-3.2539,-2.3188,0.9351,6
0.56,-3.1639,-2.2669,0.897,6
0.58,-3.0757,-2.2166,0.8591,6
0.6,-2.9893,-2.168,0.8213,6
0.62,-2.905,-2.1211,0.7839,6
0.64,-2.823,-2.0762,0.7468,6
0.66,-2.7436,-2.0334,0.7102,6
0.68,-2.6669,-1.9931,0.6738,6
0.7000000000000001,-2.5933,-1.9553,0.638,6
0.72,-2.5232,-1.9203,0.6029,6
0.74,-2.4568,-1.8885,0.5683,6
0.76,-2.3947,-1.86,0.5347,6
0.78,-2.3372,-1.8351,0.5021,6
0.8,-2.2848,-1.8142,0.4706,6
0.8200000000000001,-2.2383,-1.7976,0.4407,6
0.84,-2.1982,-1.7856,0.4126,6
0.86,-2.1652,-1.7786,0.3866,6
0.88,-2.1403,-1.7769,0.3634,6
0.9,-2.1242,-1.7809,0.3433,6
0.92,-2.1179,-1.7909,0.327,6
0.9400000000000001,-2.1222,-1.8071,0.3151,6
0.96,-2.1377,-1.8295,0.3082,6
0.98,-2.1647,-1.8583,0.3064,6
1.0,-2.2032,-1.8932,0.31,6
