fraction,gs,fes,gap,num_qubits
0.0,-4.0,-2.0,2.0,4
0.02,-3.9235,-1.9684,1.9551,4
0.04,-3.8471,-1.937,1.9101,4
0.06,-3.7708,-1.9057,1.8651,4
0.08,-3.6948,-1.8745,1.8203,4
0.1,-3.6189,-1.8435,1.7754,4
0.12,-3.5432,-1.8126,1.7306,4
0.14,-3.4678,-1.7819,1.6859,4
0.16,-3.3925,-1.7514,1.6411,4
0.18,-3.3175,-1.721,1.5965,4
0.2,-3.2428,-1.6909,1.5519,4
0.22,-3.1683,-1.661,1.5073,4
0.24,-3.0941,-1.6313,1.4628,4
0.26,-3.0203,-1.6018,1.4185,4
0.28,-2.9467,-1.5726,1.3741,4
0.3,-2.8736,-1.5437,1.3299,4
0.32,-2.8008,-1.5152,1.2856,4
0.34,-2.7285,-1.4869,1.2416,4
0.36,-2.6566,-1.459,1.1976,4
0.38,-2.5852,-1.4315,1.1537,4
0.4,-2.5144,-1.4044,1.11,4
0.42,-2.4441,-1.3778,1.0663,4
0.44,-2.3745,-1.3516,1.0229,4
0.46,-2.3056,-1.326,0.9796,4
0.48,-2.2374,-1.3009,0.9365,4
0.5,-2.17,-1.2764,0.8936,4
0.52,-2.1035,-1.2526,0.8509,4
0.54,-2.038,-1.2295,0.8085,4
0.56,-1.9735,-1.2072,0.7663,4
0.58,-1.9102,-1.1856,0.7246,4
0.6,-1.8481,-1.1649,0.6832,4
0.62,-1.7874,-1.1452,0.6422,4
0.64,-1.7283,-1.1264,0.6019,4
0.66,-1.6707,-1.1086,0.5621,4
0.68,-1.6151,-1.092,0.5231,4
0.7000000000000001,-1.5614,-1.0764,0.485,4
0.72,-1.51,-1.062,0.448,4
0.74,-1.4611,-1.0487,0.4124,4
0.76,-1.415,-1.0366,0.3784,4
0.78,-1.3721,-1.0255,0.3466,4
0.8,-1.3329,-1.0154,0.3175,4
0.8200000000000001,-1.2979,-1.0061,0.2918,4
0.84,-1.2678,-0.9974,0.2704,4
0.86,-1.2433,-0.989,0.2543,4
0.88,-1.225,-0.9809,0.2441,4
0.9,-1.2135,-0.973,0.2405,4
0.92,-1.2092,-0.9658,0.2434,4
0.9400000000000001,-1.212,-0.96,0.252,4
0.96,-1.2216,-0.9575,0.2641,4
0.98,-1.2378,-0.9609,0.2769,4
1.0,-1.26,-0.9743,0.2857,4
