fraction,gs,fes,gap,num_qubits
0.0,-11.0,-9.0,2.0,11
0.02,-10.7733,-8.8205,1.9528,11
0.04,-10.5473,-8.6415,1.9058,11
0.06,-10.322,-8.4629,1.8591,11
0.08,-10.0975,-8.2847,1.8128,11
0.1,-9.8739,-8.1071,1.7668,11
0.12,-9.6512,-7.9299,1.7213,11
0.14,-9.4294,-7.7533,1.6761,11
0.16,-9.2086,-7.5773,1.6313,11
0.18,-8.9888,-7.4019,1.5869,11
0.2,-8.7702,-7.2272,1.543,11
0.22,-8.5528,-7.0532,1.4996,11
0.24,-8.3366,-6.8799,1.4567,11
0.26,-8.1217,-6.7074,1.4143,11
0.28,-7.9083,-6.5362,1.3721,11
0.3,-7.6964,-6.3689,1.3275,11
0.32,-7.4861,-6.2032,1.2829,11
0.34,-7.2775,-6.0392,1.2383,11
0.36,-7.0707,-5.8769,1.1938,11
0.38,-6.866,-5.7165,1.1495,11
0.4,-6.6633,-5.5582,1.1051,11
0.42,-6.4628,-5.402,1.0608,11
0.44,-6.2648,-5.2482,1.0166,11
0.46,-6.0693,-5.0969,0.9724,11
0.48,-5.8766,-4.9482,0.9284,11
0.5,-5.6869,-4.8023,0.8846,11
0.52,-5.5003,-4.6595,0.8408,11
0.54,-5.3172,-4.52,0.7972,11
0.56,-5.1376,-4.384,0.7536,11
0.58,-4.962,-4.2516,0.7104,11
0.6,-4.7906,-4.1233,0.6673,11
0.62,-4.6237,-3.9991,0.6246,11
0.64,-4.4615,-3.8795,0.582,11
0.66,-4.3045,-3.7647,0.5398,11
0.68,-4.1531,-3.6551,0.498,11
0.7000000000000001,-4.0076,-3.5508,0.4568,11
0.72,-3.8685,-3.4524,0.4161,11
0.74,-3.7364,-3.3601,0.3763,11
0.76,-3.6118,-3.2745,0.3373,11
0.78,-3.4956,-3.196,0.2996,11
0.8,-3.3888,-3.1252,0.2636,11
0.8200000000000001,-3.2923,-3.0628,0.2295,11
0.84,-3.2077,-3.0093,0.1984,11
0.86,-3.1366,-2.9655,0.1711,11
0.88,-3.0808,-2.9319,0.1489,11
0.9,-3.0421,-2.909,0.1331,11
0.92,-3.0219,-2.8975,0.1244,11
0.9400000000000001,-3.0206,-2.8987,0.1219,11
0.96,-3.0381,-2.9145,0.1236,11
0.98,-3.0739,-2.9471,0.1268,11
1.0,-3.1277,-2.9978,0.1299,11
