p,qaoa_energy,beta01,gamma01,u01,v01,num_qubits,min_energy,opt_var_assignment,beta02,gamma02,u02,v02,beta03,gamma03,u03,v03,beta04,gamma04,u04,v04,beta05,gamma05,u05,v05,beta06,gamma06,u06,v06,beta07,gamma07,u07,v07,beta08,gamma08,u08,v08,beta09,gamma09,u09,v09,beta10,gamma10,u10,v10,beta11,gamma11,u11,v11,beta12,gamma12,u12,v12,beta13,gamma13,u13,v13,beta14,gamma14,u14,v14,beta15,gamma15,u15,v15,beta16,gamma16,u16,v16,beta17,gamma17,u17,v17,beta18,gamma18,u18,v18,beta19,gamma19,u19,v19,beta20,gamma20,u20,v20,beta21,gamma21,u21,v21,beta22,gamma22,u22,v22,beta23,gamma23,u23,v23,beta24,gamma24,u24,v24,beta25,gamma25,u25,v25,beta26,gamma26,u26,v26,beta27,gamma27,u27,v27,beta28,gamma28,u28,v28,beta29,gamma29,u29,v29,beta30,gamma30,u30,v30,beta31,gamma31,u31,v31,beta32,gamma32,u32,v32,beta33,gamma33,u33,v33,beta34,gamma34,u34,v34,beta35,gamma35,u35,v35,beta36,gamma36,u36,v36,beta37,gamma37,u37,v37,beta38,gamma38,u38,v38,beta39,gamma39,u39,v39,beta40,gamma40,u40,v40,beta41,gamma41,u41,v41,beta42,gamma42,u42,v42,beta43,gamma43,u43,v43,beta44,gamma44,u44,v44,beta45,gamma45,u45,v45,beta46,gamma46,u46,v46,beta47,gamma47,u47,v47,beta48,gamma48,u48,v48,beta49,gamma49,u49,v49,beta50,gamma50,u50,v50
21,-1.9725537310104437,0.8200334774395366,-0.06400035489312755,-0.9943328638019191,0.4331788828603879,11,-2.0088944195653573,01101101101,0.6940397862219221,-0.16977820035299798,0.009163645838158766,0.11252066244656304,0.5103947180921262,-0.2890432175958011,-0.09534998318479665,0.09496471395391831,0.41314153109328733,-0.3753882074793661,0.011743237091309987,0.05540132550840839,0.35475395002609317,-0.42282167751312505,-0.05036290094935436,0.05618813524042411,0.31625207356931107,-0.4486009936384608,0.008336703221560014,0.030887551295529066,0.28271646980826487,-0.4734840372132189,-0.0008850324359693691,0.02316377533991948,0.27046829700883124,-0.505689954229718,0.007713421802396648,0.01180090579792481,0.256184083670174,-0.5634819110395812,0.0031526078131504376,0.015688892561738412,0.2374849302471286,-0.6194700511329977,0.0005608243196168054,0.004489104555583796,0.2131984032487729,-0.6679975411847109,0.0006077014391049577,0.00580453423823478,0.18849485890848292,-0.7132735679621267,0.0011770756353146302,0.000355827535036467,0.1612807827154985,-0.7360457438776562,-0.0008899666179648583,5.8025683726702264e-05,0.14921217121547523,-0.7674242193925099,0.0006166187902044639,-0.002698352285848198,0.13956480668948534,-0.7942002312984474,5.354229849397106e-05,-0.00033791572938389404,0.12921274402733515,-0.8170256729637159,-0.003474555268714389,-0.0021780850785574676,0.10817216698429855,-0.8659814785534954,0.0002496046572925415,-0.000706923599476116,0.09378588901869442,-0.9446395299126562,-0.0009177403416031766,-0.0024040701712915386,0.07808424420496927,-1.0246073159944757,-0.0001259593616687551,-0.0007823108589226632,0.06566481439733297,-1.117994690052234,-0.002104740974760139,-0.0016982753371080584,0.03351972199647161,-1.1674363696881191,-0.000913008263729328,-0.0009729450375003978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,-1.9775628565440782,0.8168598589692541,-0.05712227062405425,-0.9950000667358985,0.42907264265412387,11,-2.0088944195653573,01101101101,0.7024184624855272,-0.15940961767444742,-0.0024681527529215935,0.1113153902320632,0.52621580509632,-0.2787460220070232,-0.08496480742939148,0.09500940777196423,0.41740928657100274,-0.364660606788162,0.009187396934448104,0.05751127613786532,0.35950559089240086,-0.4160755051525594,-0.05120731767155127,0.05599073590424044,0.3200916331268216,-0.44924356825110834,0.010998809426684603,0.03082365158030739,0.28488412676140884,-0.47005104090517874,-0.001639841438166848,0.022767571343235607,0.26574529268900665,-0.49667592826578993,0.007948207064111484,0.01118358211507904,0.2588071279189373,-0.5476211740238128,0.003968767377074505,0.01647041696773673,0.24513348471029348,-0.6075479970047499,0.0011289277084707509,0.003806430240938604,0.22403674783646257,-0.6565502300433641,-0.00036821379029131437,0.0060740677329765656,0.20097106962490524,-0.7018380346584475,0.0020141102561866946,-0.0008445985824131522,0.17637396356550464,-0.7417095716263166,0.00016703150395422088,-0.00035869533637691755,0.15550408698853593,-0.768305430584268,0.0024150938613555824,-0.002514601901990517,0.14574046893654882,-0.7905797217139847,-0.00042792604356108174,-0.00019123824448543433,0.13777093252098,-0.8116460326484777,-0.0018593277874961085,-0.0018388820060535993,0.12496197584439532,-0.8246047196556693,0.0005306042562252932,-0.0005779940300102886,0.1029170755735363,-0.873600024676814,-0.0015771725786273157,-0.001941458423104776,0.08585803340338227,-0.9436149307353007,-0.0005794774271475518,-0.00041321640182899065,0.07419431804884961,-1.0180367745226941,-0.0006671254531408076,-0.0013409033122357926,0.06487328643675318,-1.0994685846904502,-0.0012614129057678639,-0.0001950353154430786,0.0337606379865952,-1.1508327966735292,-0.0006906587189684944,-0.0002665666442939533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,-1.9810773757492788,0.8169425969794942,-0.0510316142218387,-0.9952716592995072,0.4264548426428107,11,-2.0088944195653573,01101101101,0.7086536658448479,-0.1452732246594862,-0.005164181842236678,0.11350456016680276,0.5394327375155522,-0.25761214999453225,-0.09408877468359317,0.09540477687408737,0.4307370249558087,-0.3509567039710121,0.020138652277121354,0.05528743937342421,0.37017955599617103,-0.4080980641341158,-0.04935781250216787,0.05482783253285008,0.332081501177302,-0.452737121924808,0.014668728323988226,0.029491869424629145,0.29683251715124814,-0.48546981143765333,0.0007791565626828802,0.02317748759515542,0.2692563878414057,-0.5024614723887861,0.008783139046913531,0.013123538834804426,0.2573193148628815,-0.5397186645285122,-0.0011524264774514428,0.016487183717889185,0.24322340914203153,-0.5872308862316276,0.0038728697734591493,0.0038191513594880108,0.23006399688485304,-0.6373510418085081,-0.0005959371312381554,0.006385593568354469,0.20738971633585995,-0.6840433511198684,0.002139117641890818,-0.0003739130317476279,0.18681819901429406,-0.7213212941985561,0.001091894930453232,-0.00011169204410252064,0.164331222171578,-0.7494468176718257,0.002659588947244557,-0.0012549107261192888,0.14556610094423045,-0.7628036937380028,-0.0019036373503159335,-0.0004212725596757372,0.13675352225016485,-0.7688031902855958,0.00018728695032646655,-0.001792543281204694,0.13124743613920614,-0.8017658605419948,-0.0010559520829243384,-0.00019454444793675399,0.12006755623812226,-0.8283794747571582,-0.002865835586040514,-0.00168064945061183,0.09776569846509434,-0.8787065982797537,0.001290556259107683,-0.00046570924859781326,0.0847642863128764,-0.9555447734963944,-0.001204672463648236,-0.002101852750782337,0.07491335025870259,-1.0254280316854538,-4.632545961691647e-05,-0.0003213514991785277,0.06255051906596708,-1.1148011738926222,-0.00018518459674406027,-0.00022571911030827248,0.031833584473461934,-1.1762688875056384,-0.0009477985759320254,0.00025641261473976584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,-1.9840944698506222,0.8194833477418737,-0.045963872238546734,-0.9951270866169352,0.4237704670308837,11,-2.0088944195653573,01101101101,0.7146763372733344,-0.13461472358171653,-0.015498927805651864,0.11677603614371722,0.55326090618009,-0.24168387495955607,-0.08139838055556392,0.09454826718277061,0.44374551290856007,-0.33236164423537995,0.020213666704199974,0.056499991979605355,0.381628600704826,-0.39309459155422455,-0.04814444146283729,0.05259298878450235,0.34117153720390186,-0.43680766690109984,0.015772977575688456,0.02835637349315336,0.30813289622018075,-0.48013701011071863,-0.0002260188351758086,0.023080491717903585,0.2744335902630913,-0.507372919806225,0.011166305046325516,0.014382192699007812,0.25588567551056673,-0.5322153896813268,-0.004755022350680069,0.017832219041255728,0.23842867576325716,-0.5712347591485315,0.0011837765467118744,0.003582963085763254,0.23203510716919054,-0.6180770305794826,0.00460105853492524,0.00631933315739548,0.2187507278566692,-0.688162561339282,0.0026373340231639676,-0.0003806090071507007,0.1948973435903793,-0.7277859863914444,0.001054870358008979,0.001443147582021514,0.17316336179932162,-0.7422763652249534,0.0008701942801674242,-0.0004583303443173283,0.15621559824728565,-0.7696583147359893,-0.0023005665579658835,-0.00035185181049564003,0.1351990422394582,-0.7680390438759563,0.0028510977820058025,-0.002132070181023804,0.13433033433483516,-0.7925147326382557,-0.0019365010479776782,0.0004146731783640962,0.12230214827322715,-0.82398367948431,-0.0029354268729856275,-0.0011174063311740782,0.11306447362008265,-0.8381642459262519,0.0014876299395105014,-0.0006300701190302308,0.08671468662064977,-0.8753264849450364,0.0011227460979902199,-0.002476464363737684,0.07749497358765836,-0.9453444087917992,-0.0014300064740874773,0.0007241368717780282,0.0671601455876367,-1.0214721207444561,-0.000908975088955156,-0.0012642178468673145,0.05894680562627824,-1.0977037467793989,0.00011069016512827821,0.00021632994602958,0.03161360355533515,-1.1557428176965792,-0.0007667738009312151,0.0012646456335302877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,-1.987016893738919,0.8244648793744634,-0.045067755241648785,-0.9966473236787852,0.42155241742640265,11,-2.0088944195653573,01101101101,0.7226662438509873,-0.12978713808326406,-0.014498924160796551,0.11543290478352815,0.5598805338265376,-0.23573902071617567,-0.08342366078662768,0.09664003618145534,0.4551232677916416,-0.3275132928890704,0.02229772624156335,0.05716787891764109,0.38448901698220295,-0.3843771014176096,-0.05111737569574302,0.05269620789686449,0.34721322591091086,-0.4258802011994866,0.017217433646327603,0.028397036612906743,0.3122505899423066,-0.4665503404757061,-0.009403550681310435,0.02468900369695587,0.2800111838591036,-0.49042448389330745,0.02297953790403088,0.015597464261063683,0.26305564337656157,-0.5297036235921374,-0.01659530667810414,0.018123886713966433,0.23707608877679226,-0.5623815107681939,0.010559559001300027,0.002982944848090755,0.22808866011042875,-0.5900783184182438,0.0032303885115017128,0.007805376976033548,0.22297391945641654,-0.6619737343695115,0.0027603189686338635,-9.686661785171554e-05,0.20460370624111668,-0.7174437072448628,-0.0004096964531852667,0.0033003045997578567,0.18660981385066905,-0.7372322962359417,0.0011632641589468865,-0.0007725012030313056,0.16762762860235597,-0.754995164983019,-0.0018975209858603048,0.000127815279298862,0.14829645852469728,-0.7565793285791375,0.004110349554767979,-0.0023294219200878587,0.1355540739649716,-0.7565078414701311,0.00011586541541007573,0.0005452254262508801,0.131661010072773,-0.8134986220307828,-0.0049769650199098705,-0.00052882600152684,0.12080081674631453,-0.8447067892691877,-0.0008551155542478261,0.0004629957499021019,0.11250077761169545,-0.8647422643949,0.0007024513793350223,-0.0032550047027046073,0.08532647277218072,-0.8774182779405291,0.00038555683609496443,-0.0006260267529865285,0.07646926562471539,-0.9266410978736473,-0.0010829878762832726,-0.0026235078992289016,0.06570724306089612,-0.9946659534893322,0.001349270829138988,-0.00010093041870299065,0.06222853973006223,-1.1154983296957746,-0.0027872915628681743,-5.897489989902831e-05,0.03576487475232186,-1.2047703265820155,0.00033118329786797245,-0.0007514054647481706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,-1.9901040639445045,0.8302423350367647,-0.041978813942961477,-0.9980698993881689,0.42120177966836597,11,-2.0088944195653573,01101101101,0.7310398895910796,-0.12203815603307229,-0.023757769010135318,0.11560361097212153,0.5755224904169012,-0.22271766131513102,-0.071619953615043,0.0968256806862103,0.4652609415735248,-0.3100308853210323,0.021806883429203713,0.05922131560180835,0.39391324258329463,-0.3714923824272158,-0.05144672127621287,0.05282603448359655,0.34980929697661445,-0.41689857844952855,0.017830875970854185,0.028958215084150248,0.31688230247283666,-0.45626986849566736,-0.008266205485146545,0.025510351457706592,0.28762773012817233,-0.48665646723020645,0.02387159200199871,0.016167040840416546,0.2690927816738166,-0.5217774791086487,-0.018695413820788927,0.016411504166398073,0.2451605408755694,-0.5566082601301261,0.010096641298941117,0.004276184720484438,0.2277561115347281,-0.5748339489123205,0.0027137217528028523,0.007114734804480576,0.22577047240872486,-0.6429637144956433,0.004755927183745212,-0.00025901843261653154,0.2154394652048481,-0.7114351179328242,-0.0017011559939257856,0.004920494289450326,0.19351010035735974,-0.7513963608412548,0.0008662885691518013,-0.0005224930588972631,0.17981122262577617,-0.7600418603814801,-0.0022923272120502136,0.00034371456436785736,0.1623796232956565,-0.776152904195207,0.0039499596799884105,-0.002490919090796977,0.1488050161471691,-0.7619460537624523,0.0017823792324350798,0.0006695950490632506,0.13330034007612698,-0.7863267022153551,-0.0039315149941254,-0.0006242065784537697,0.12636162550008176,-0.832495794475493,-0.0008277941638530296,0.0005820976521082594,0.11387027392913936,-0.8511392667389241,0.00034289991085793793,-0.0027058796635053193,0.10909886283225723,-0.8654226402456687,-0.0001611236262118634,0.0001546770319036477,0.08373506893429047,-0.8803548208298434,-0.0004831520130400814,-0.002136156007619728,0.07494647213008236,-0.9194531118948189,0.0014793822061739395,0.0007163403337863848,0.06069974692509255,-0.9844404189596249,-0.002695091750425593,-0.001248407982801203,0.05743497672783443,-1.1027687594396272,-0.0010623847295198345,-0.00021562859874808214,0.03496376998644266,-1.1903806800744512,0.0006400339789496144,0.0010592754118915432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,-1.993824056745349,0.8338172344231525,-0.03983582922960489,-1.0009476989405643,0.41817417182050226,11,-2.0088944195653573,01101101101,0.7385345639320275,-0.11760733463206907,-0.023925017020098825,0.1166049930661517,0.5841912101731045,-0.21280233080432018,-0.07088838641551179,0.09664214867880226,0.471665369398307,-0.3030684633584267,0.020988238918477578,0.06055838081858255,0.39806706090554766,-0.3635083260707016,-0.05154575805320449,0.05168733383038186,0.3549508458587307,-0.4048745576033444,0.01828210244002598,0.02975606614542053,0.32467106653293953,-0.45328597535832654,-0.008746153671985266,0.027486202270072795,0.29131213599683414,-0.48152255467975524,0.024713474356825537,0.017411790937256907,0.27553720772127094,-0.5063990756225241,-0.01960978983311517,0.016244709165819143,0.2512292303492453,-0.5471367423626096,0.011999586310670819,0.005062725701569169,0.22844716213159533,-0.5662500795753072,-0.0011255725490061205,0.0075290824290618254,0.2219159695685816,-0.6137634677863116,0.007705079295471788,-0.000221520697665718,0.21465441734381782,-0.6825008868411094,-0.002478263852637188,0.005465256569990677,0.20119799818401973,-0.7370099133407068,0.001401916410936941,-0.0013588297207430384,0.18537425832327092,-0.761073621976031,0.00018363134045709033,0.0005603103795209938,0.17222219555727153,-0.7663540435435604,0.0026716013460167643,-0.002122492303253289,0.1573991167440889,-0.775573259482576,8.591307432674786e-05,0.0001328313825759216,0.14453603663655515,-0.7768910512870789,-0.00325283706724462,-0.00029302852344319295,0.13044766504173885,-0.8041944427405724,-0.001257084928328479,0.0010190766168095514,0.11752176730168735,-0.8343788190122896,-0.0011085217071619905,-0.0022141748116646515,0.10908462115602231,-0.8598909146383373,0.0004213046369236901,0.00016823196617174888,0.10408406534053655,-0.8777269289193238,0.000652391476391874,-0.002991938614111087,0.07810742510076102,-0.8932845256125573,0.001333696702622654,0.0002511952343332531,0.06844506742994971,-0.919986384433895,-0.0015049085257081616,-0.0013478089331889482,0.05704568865960089,-0.9866811500507411,-0.0007891563294005358,0.0005564929363725807,0.05399805258374507,-1.1093381933360162,0.0001051128462263234,-2.388679927794017e-05,0.03486089018827217,-1.201774678757808,-0.0002758730130851349,-0.00028785193644386494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,-1.9955014428363365,0.8339790951857022,-0.037987938700889394,-1.0011948118408862,0.4175301670161015,11,-2.0088944195653573,01101101101,0.7468323186049729,-0.1138038915525292,-0.02426470606265424,0.11654015685004412,0.596804859783696,-0.20682564205901166,-0.07050102633731452,0.09612631733706907,0.48326059785308667,-0.29535450411003156,0.021889814957535638,0.061695842386636966,0.4047432453056916,-0.3531155226024055,-0.0533771852338473,0.051438666725097865,0.35765300932923716,-0.39307204631108145,0.018174201745316518,0.030098465330922582,0.33286996678646735,-0.4444370598356767,-0.008566263570744677,0.027979437552083035,0.2984711294095578,-0.4768936404560763,0.02574461844710147,0.017414363898598066,0.2793774663683713,-0.49906035079922006,-0.021728865127100642,0.016184710090531917,0.25970130549142023,-0.5314572360189074,0.01105655538986366,0.005247004481877493,0.2329441056586349,-0.554122253337103,-0.001362623490732698,0.00700345289789031,0.2257339226989347,-0.5888164567192655,0.008674488975372437,-0.0010011025502858373,0.2171716988962449,-0.655219221265813,-0.0018954226918998043,0.005315945653093581,0.20928000468142385,-0.7167879058579402,0.002056104578528027,-0.0016888684862791587,0.19266460502767702,-0.7606363653084439,0.000574473845388699,0.001024262839108765,0.17952176992660787,-0.7648712466161961,0.0027327155315878264,-0.0020225815137833716,0.16769094995959935,-0.7709058759589729,-0.00018608470037721053,0.00028043192442272287,0.1541753413791627,-0.7742317126631724,-0.0022950308060194335,-9.194557857944484e-06,0.140592589477504,-0.782379683002821,-0.0011476693092584576,0.000559753833682813,0.12714038095060323,-0.813954999180636,-0.001326440983836674,-0.0015367307514576461,0.11262800530370269,-0.8395683819858489,-0.0004966856341268481,-0.00017922919657307077,0.10613832066625908,-0.8662571803454774,0.00036698187555752075,-0.003187156074014663,0.0993186169376685,-0.8782430898408302,0.00159123205641214,-0.0005642730299318551,0.07451137462872368,-0.8944093839022625,-0.0009646821253793497,-0.001332258523481589,0.06363750912648669,-0.9221422875694534,-0.0007806312393046435,0.0006556426225878483,0.05474565337771718,-0.9958057022891472,0.0007726744287919126,-8.618949376101772e-06,0.054286116134926225,-1.1158892202986594,-0.00048003209110226676,-0.000421471975152774,0.03200486919498349,-1.2083137477815815,-0.0004982670925822628,-0.00010329453092379289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,-1.9974142177548293,0.8335613235031369,-0.03568144518059442,-1.0018733642075013,0.4135376984161292,11,-2.0088944195653573,01101101101,0.7513663674151773,-0.10565094710949087,-0.024250654346543568,0.11768168599079161,0.6059124058352021,-0.20147313495274893,-0.07016849130634406,0.0966067737135127,0.49088029188285864,-0.2860869395669693,0.022083722973608555,0.061969553007043626,0.4131885801295947,-0.34477082548722554,-0.05328987911242027,0.05125116223599258,0.36134849579698897,-0.3856056454669497,0.01817443517867174,0.03031964841234386,0.33418718280052545,-0.4308133470758775,-0.007696756411421597,0.02823489659205438,0.3019140516265488,-0.4697497521141207,0.02384451233073644,0.017601717992829495,0.28241957964905734,-0.4915264755913549,-0.021187523160387422,0.01580646569611554,0.26425076696163513,-0.5278197458983483,0.012217855752369642,0.005632298668981841,0.23559690265650968,-0.5454603693933693,-0.00269989751368399,0.007085981113298709,0.22310268046177734,-0.5671880684627196,0.010797699358935712,-0.0009041597808482471,0.21882066274683748,-0.6276485622632965,-0.001680226949723907,0.005234952099565791,0.2081197103806301,-0.6925743807035863,0.002968307922229784,-0.00038762404631741864,0.19671141397668954,-0.7400149705793242,-0.0025938006539005676,0.0010010997821656153,0.18090113737201646,-0.7628759107516955,0.005342163032767779,-0.002275856433844736,0.17189644437188856,-0.7678768229729065,0.0002285966033644961,-0.00015385747969183885,0.16233039803349447,-0.7836797739139999,-0.000750428046168726,-0.00041097855593988613,0.14477289875851745,-0.7764176818629852,-0.0020276150480089995,0.0004952386489881788,0.1342611270620504,-0.7858759739026112,7.262447201903882e-05,-0.0011223009380179956,0.11831101405633634,-0.8245505854744423,-0.002135173916999131,-6.378101035812734e-05,0.10994021264561353,-0.8407268097242995,0.0013021474564842619,-0.0028226237001723253,0.1030076868662686,-0.8708464296971568,0.0021842551748134475,-0.001010704554625338,0.09244573776803978,-0.8829349252794122,-0.002221760785877017,-0.0009533483049868855,0.0712805338941803,-0.9012288228893448,-0.00025973117743194487,0.0004808140113401803,0.061344576366935105,-0.9376020678136311,-0.00021903426941486922,-0.0008536277731483994,0.0541877318722897,-0.9994012655833033,-0.0014511341377340527,0.0004945938318958178,0.05122878570204018,-1.1117964507868567,3.026485710073962e-05,7.76610929954278e-05,0.029393449033910734,-1.2171810364308375,-0.0002887491359246649,-0.00022811296101204716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,-1.9981266339397505,0.8325009429393382,-0.034071097821093056,-1.0016589057444414,0.4124952613675479,11,-2.0088944195653573,01101101101,0.7583356364727064,-0.10288189144893986,-0.024291417870497652,0.11861560305700371,0.6206585940058377,-0.19477633353828452,-0.06995294641885814,0.09684431763726575,0.5021651040829744,-0.27848721238824425,0.023613237154580843,0.06276244309701143,0.42429749021319385,-0.33565665740943407,-0.05518738218664277,0.050871803990171945,0.36762323840110106,-0.37694378800910233,0.018394345484096977,0.030547736733182482,0.33811808455378817,-0.41923395535768726,-0.00795457725854242,0.028181146668165645,0.3064805050689219,-0.46064030858881005,0.02342633802594208,0.016964105375591818,0.28641057589299257,-0.4827955140745377,-0.021446011126030815,0.015207649446703008,0.2699967109712904,-0.5174358275234243,0.012023001334845339,0.005246502726677412,0.24176377911251634,-0.5405301155510398,-0.003103878171430908,0.0071313015167599175,0.22745476869702366,-0.5530099082836808,0.011204534588125162,-0.0012935949896173485,0.21869497747719127,-0.599334090251142,-0.0016622450185602529,0.005022493555398909,0.21249912147523362,-0.6696947643059394,0.00315701137085937,-0.000753540495094174,0.19800627354751127,-0.7185056028351812,-0.0030068700413995865,0.0014453994061893122,0.18870125524206907,-0.7572411480893264,0.005689115081383807,-0.002454057614630368,0.1750323419150484,-0.7681412963206579,-0.0002727298497207683,-0.00035621157225611424,0.16766476870243774,-0.775231155740415,0.0012717118740092378,-0.0011458695385248136,0.15627848082375764,-0.784435128925745,-0.0029871868956333533,0.00016162726820913976,0.13976769293793584,-0.775641408324432,3.302448633202522e-05,-0.0006812259031435672,0.1294421752327665,-0.79704111057032,-0.002165787836314994,-0.0002650327463455807,0.11380837015828224,-0.8259424424443546,0.0013212076803357524,-0.0022220291469074145,0.10860805412658077,-0.8421664972410612,0.002374216665410612,-0.0007471771990288545,0.09743656372207421,-0.8768236948064023,-0.0026838769038663875,-0.0013873058247629293,0.0896114233298836,-0.8771975484174925,0.000195842756043769,0.0001241709092478996,0.06642036990125089,-0.9055071656967579,0.00021346138088445383,-0.0009565391377339376,0.057403894843822655,-0.9453007568975162,-0.0016585762666102809,0.001677217799106068,0.05268755709863355,-1.006702779835425,0.00035420023307342877,-7.563678168925065e-05,0.05086098123913839,-1.1166851801466162,-0.0010531645197597572,-0.00046120681689720453,0.02938166255286816,-1.2246294377462126,0.0005218222337383327,0.0003081813108914282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,-1.999084264560957,0.8321877915271552,-0.033060343580005175,-1.0024398908851022,0.40830664644332587,11,-2.0088944195653573,01101101101,0.7616956502625041,-0.09993022299413779,-0.023344765959192625,0.12105592470894568,0.6284525862640913,-0.18564094697287697,-0.06917712470455552,0.09714393659780296,0.515223052180288,-0.26963064805275544,0.023707829983213264,0.06387466482020691,0.43745785268594595,-0.32748428876167085,-0.057369647493644295,0.05074234048441615,0.3726580705364431,-0.3705427984178095,0.020360531407471603,0.03090585483965686,0.3377024693483437,-0.40878017545775974,-0.007037437878791821,0.027353896734825325,0.30754521589676814,-0.4521603684098455,0.02217491865541809,0.016589196932311777,0.2839938227956638,-0.47555078292136604,-0.022266719686788276,0.013458456261790716,0.27174023413706744,-0.5056766719950684,0.013227588973862017,0.005289905952773289,0.24917747348118524,-0.5334210932304988,-0.002654372714683421,0.006355602546673749,0.22799276133734261,-0.5481278285145028,0.01031171785346513,0.0003545723039341787,0.2167583511504822,-0.5709037015208016,-0.0022757324309860476,0.0050542741471906625,0.21042405438179204,-0.6342170984141282,0.003496360159622389,0.00012013869255186932,0.20009401718545705,-0.6942325185440822,-0.0030190354673187165,0.0017275666312177097,0.18896569376337644,-0.7386310793093855,0.005538118800198615,-0.0018893604562776542,0.17835241670206958,-0.7719238465489708,-0.0005557062036269052,3.8914449614295705e-05,0.1678546449275721,-0.777806663576974,0.0012868726131994468,-0.0005924762372776286,0.15945848277872804,-0.7878138575461694,-0.00315488834073324,8.350304687897316e-05,0.14573173044738044,-0.7815857186053308,-0.00023108496299280602,-0.0007415481978356265,0.13251552941425077,-0.7819459013615654,-0.000970337248017406,-0.000833531922765461,0.12161086239726233,-0.8060038304024091,0.000547761759904833,-0.0021429942236669067,0.10818580570886342,-0.8273953403869859,0.0020259097191659345,-0.0011030319907644505,0.10169952026114616,-0.8514538924364641,-0.0024381640742564574,-0.0013894670889076624,0.09123313726522085,-0.8761921566012097,5.145884430592195e-05,-8.593665286462483e-05,0.08396050629403169,-0.8768566885898308,0.0004952957153144364,-0.0009245113350702392,0.06357732100147091,-0.9134015202622974,-0.001130423293594951,0.0010838733001250179,0.054425008224816204,-0.9500513127483525,-0.0002591767280919189,-0.00040252708165058296,0.04883993796194311,-1.0150865943360146,-0.0011830877855326036,0.0003085911844181815,0.04348363860034975,-1.1272936379768828,0.001059475853672499,8.223565923624635e-05,0.024261371621616547,-1.2295462096392902,4.476073763076235e-05,-0.000291986240409315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
