fraction,gs,fes,gap,num_qubits
0.0,-17.0,-15.0,2.0,17
0.02,-16.5071,-14.5611,1.946,17
0.04,-16.0228,-14.1292,1.8936,17
0.06,-15.5468,-13.7044,1.8424,17
0.08,-15.0789,-13.2867,1.7922,17
0.1,-14.6191,-12.8761,1.743,17
0.12,-14.1671,-12.4726,1.6945,17
0.14,-13.7228,-12.076,1.6468,17
0.16,-13.2859,-11.6864,1.5995,17
0.18,-12.8565,-11.3037,1.5528,17
0.2,-12.4343,-10.9279,1.5064,17
0.22,-12.0192,-10.5603,1.4589,17
0.24,-11.6112,-10.1993,1.4119,17
0.26,-11.2101,-9.8449,1.3652,17
0.28,-10.8159,-9.4969,1.319,17
0.3,-10.4285,-9.1553,1.2732,17
0.32,-10.048,-8.82,1.228,17
0.34,-9.6744,-8.4911,1.1833,17
0.36,-9.3076,-8.1684,1.1392,17
0.38,-8.9479,-7.8521,1.0958,17
0.4,-8.5953,-7.5422,1.0531,17
0.42,-8.25,-7.2388,1.0112,17
0.44,-7.9122,-6.942,0.9702,17
0.46,-7.5823,-6.6521,0.9302,17
0.48,-7.2606,-6.3692,0.8914,17
0.5,-6.9475,-6.0936,0.8539,17
0.52,-6.6435,-5.8258,0.8177,17
0.54,-6.3493,-5.5662,0.7831,17
0.56,-6.0654,-5.3154,0.75,17
0.58,-5.7926,-5.0742,0.7184,17
0.6,-5.5316,-4.8438,0.6878,17
0.62,-5.2833,-4.6262,0.6571,17
0.64,-5.0484,-4.4242,0.6242,17
0.66,-4.8278,-4.2395,0.5883,17
0.68,-4.622,-4.072,0.55,17
0.7000000000000001,-4.4318,-3.9207,0.5111,17
0.72,-4.2575,-3.7851,0.4724,17
0.74,-4.0998,-3.6648,0.435,17
0.76,-3.9591,-3.5594,0.3997,17
0.78,-3.8358,-3.4687,0.3671,17
0.8,-3.7304,-3.3924,0.338,17
0.8200000000000001,-3.6433,-3.3301,0.3132,17
0.84,-3.5748,-3.2811,0.2937,17
0.86,-3.5252,-3.2448,0.2804,17
0.88,-3.4945,-3.2207,0.2738,17
0.9,-3.4824,-3.2082,0.2742,17
0.92,-3.488,-3.207,0.281,17
0.9400000000000001,-3.5105,-3.2172,0.2933,17
0.96,-3.5488,-3.2392,0.3096,17
0.98,-3.6019,-3.2751,0.3268,17
1.0,-3.6686,-3.3301,0.3385,17
