fraction,gs,fes,gap,num_qubits
0.0,-6.0,-4.0,2.0,6
0.02,-5.8717,-3.9189,1.9528,6
0.04,-5.7438,-3.8381,1.9057,6
0.06,-5.6165,-3.7573,1.8592,6
0.08,-5.4896,-3.6768,1.8128,6
0.1,-5.3634,-3.5965,1.7669,6
0.12,-5.2377,-3.5164,1.7213,6
0.14,-5.1126,-3.4365,1.6761,6
0.16,-4.9881,-3.3569,1.6312,6
0.18,-4.8644,-3.2775,1.5869,6
0.2,-4.7413,-3.1983,1.543,6
0.22,-4.619,-3.1194,1.4996,6
0.24,-4.4975,-3.0408,1.4567,6
0.26,-4.3769,-2.9625,1.4144,6
0.28,-4.2571,-2.8846,1.3725,6
0.3,-4.1383,-2.8072,1.3311,6
0.32,-4.0205,-2.7305,1.29,6
0.34,-3.9039,-2.6547,1.2492,6
0.36,-3.7883,-2.5806,1.2077,6
0.38,-3.674,-2.5082,1.1658,6
0.4,-3.5611,-2.4375,1.1236,6
0.42,-3.4495,-2.3684,1.0811,6
0.44,-3.3395,-2.3009,1.0386,6
0.46,-3.2311,-2.2351,0.996,6
0.48,-3.1244,-2.171,0.9534,6
0.5,-3.0197,-2.1088,0.9109,6
0.52,-2.917,-2.0486,0.8684,6
0.54,-2.8164,-1.9905,0.8259,6
0.56,-2.7182,-1.9346,0.7836,6
0.58,-2.6226,-1.881,0.7416,6
0.6,-2.5297,-1.8298,0.6999,6
0.62,-2.4398,-1.7812,0.6586,6
0.64,-2.353,-1.7351,0.6179,6
0.66,-2.2696,-1.6918,0.5778,6
0.68,-2.1899,-1.651,0.5389,6
0.7000000000000001,-2.114,-1.613,0.501,6
0.72,-2.0424,-1.5776,0.4648,6
0.74,-1.9753,-1.5446,0.4307,6
0.76,-1.9131,-1.5141,0.399,6
0.78,-1.8562,-1.4857,0.3705,6
0.8,-1.8049,-1.4591,0.3458,6
0.8200000000000001,-1.7599,-1.4342,0.3257,6
0.84,-1.7217,-1.4105,0.3112,6
0.86,-1.6905,-1.388,0.3025,6
0.88,-1.667,-1.3947,0.2723,6
0.9,-1.6512,-1.4118,0.2394,6
0.92,-1.6433,-1.4344,0.2089,6
0.9400000000000001,-1.6437,-1.4614,0.1823,6
0.96,-1.6528,-1.4914,0.1614,6
0.98,-1.6714,-1.5228,0.1486,6
1.0,-1.7002,-1.5542,0.146,6
