fraction,gs,fes,gap,num_qubits
0.0,-19.0,-17.0,2.0,19
0.02,-18.494,-16.5479,1.9461,19
0.04,-17.9961,-16.1025,1.8936,19
0.06,-17.5061,-15.6636,1.8425,19
0.08,-17.0237,-15.2313,1.7924,19
0.1,-16.5489,-14.8056,1.7433,19
0.12,-16.0815,-14.3865,1.695,19
0.14,-15.6212,-13.9739,1.6473,19
0.16,-15.1679,-13.5677,1.6002,19
0.18,-14.7214,-13.1678,1.5536,19
0.2,-14.2816,-12.7743,1.5073,19
0.22,-13.8484,-12.3869,1.4615,19
0.24,-13.4216,-12.0056,1.416,19
0.26,-13.0012,-11.6304,1.3708,19
0.28,-12.5871,-11.2612,1.3259,19
0.3,-12.1793,-10.8979,1.2814,19
0.32,-11.7776,-10.5405,1.2371,19
0.34,-11.3822,-10.1889,1.1933,19
0.36,-10.993,-9.8431,1.1499,19
0.38,-10.6102,-9.5031,1.1071,19
0.4,-10.2338,-9.169,1.0648,19
0.42,-9.8639,-8.8406,1.0233,19
0.44,-9.5009,-8.5181,0.9828,19
0.46,-9.1448,-8.2016,0.9432,19
0.48,-8.796,-7.8911,0.9049,19
0.5,-8.4549,-7.5868,0.8681,19
0.52,-8.1219,-7.2889,0.833,19
0.54,-7.7975,-6.9977,0.7998,19
0.56,-7.4823,-6.7161,0.7662,19
0.58,-7.177,-6.4523,0.7247,19
0.6,-6.8823,-6.1986,0.6837,19
0.62,-6.5988,-5.9557,0.6431,19
0.64,-6.3276,-5.7242,0.6034,19
0.66,-6.0693,-5.5049,0.5644,19
0.68,-5.8247,-5.2984,0.5263,19
0.7000000000000001,-5.5946,-5.1052,0.4894,19
0.72,-5.3799,-4.9258,0.4541,19
0.74,-5.1812,-4.7606,0.4206,19
0.76,-4.9993,-4.6101,0.3892,19
0.78,-4.8352,-4.4745,0.3607,19
0.8,-4.6899,-4.3543,0.3356,19
0.8200000000000001,-4.5645,-4.2515,0.313,19
0.84,-4.4601,-4.1665,0.2936,19
0.86,-4.3778,-4.0985,0.2793,19
0.88,-4.3186,-4.0478,0.2708,19
0.9,-4.2831,-4.0142,0.2689,19
0.92,-4.2713,-3.998,0.2733,19
0.9400000000000001,-4.2831,-4.0013,0.2818,19
0.96,-4.318,-4.0456,0.2724,19
0.98,-4.3752,-4.1064,0.2688,19
1.0,-4.4539,-4.1827,0.2712,19
