fraction,gs,fes,gap,num_qubits
0.0,-14.0,-12.0,2.0,14
0.02,-13.6851,-11.7359,1.9492,14
0.04,-13.3717,-11.4727,1.899,14
0.06,-13.0597,-11.2106,1.8491,14
0.08,-12.7492,-10.9495,1.7997,14
0.1,-12.4402,-10.6896,1.7506,14
0.12,-12.1329,-10.4308,1.7021,14
0.14,-11.8272,-10.1733,1.6539,14
0.16,-11.5232,-9.9171,1.6061,14
0.18,-11.221,-9.6623,1.5587,14
0.2,-10.9205,-9.4089,1.5116,14
0.22,-10.622,-9.157,1.465,14
0.24,-10.3254,-8.9068,1.4186,14
0.26,-10.0308,-8.6581,1.3727,14
0.28,-9.7383,-8.4112,1.3271,14
0.3,-9.4479,-8.1661,1.2818,14
0.32,-9.1598,-7.9228,1.237,14
0.34,-8.8739,-7.6816,1.1923,14
0.36,-8.5905,-7.4424,1.1481,14
0.38,-8.3095,-7.2053,1.1042,14
0.4,-8.0311,-6.9705,1.0606,14
0.42,-7.7554,-6.7381,1.0173,14
0.44,-7.4826,-6.5082,0.9744,14
0.46,-7.2127,-6.2809,0.9318,14
0.48,-6.9459,-6.0564,0.8895,14
0.5,-6.6823,-5.8348,0.8475,14
0.52,-6.4222,-5.6162,0.806,14
0.54,-6.1657,-5.401,0.7647,14
0.56,-5.913,-5.1892,0.7238,14
0.58,-5.6644,-4.9811,0.6833,14
0.6,-5.4202,-4.7769,0.6433,14
0.62,-5.1805,-4.5769,0.6036,14
0.64,-4.9458,-4.3815,0.5643,14
0.66,-4.7163,-4.191,0.5253,14
0.68,-4.4926,-4.0058,0.4868,14
0.7000000000000001,-4.275,-3.8262,0.4488,14
0.72,-4.0642,-3.6529,0.4113,14
0.74,-3.8606,-3.4864,0.3742,14
0.76,-3.665,-3.3273,0.3377,14
0.78,-3.4782,-3.1765,0.3017,14
0.8,-3.3011,-3.0347,0.2664,14
0.8200000000000001,-3.1345,-2.9029,0.2316,14
0.84,-2.9797,-2.782,0.1977,14
0.86,-2.8377,-2.6731,0.1646,14
0.88,-2.7099,-2.5771,0.1328,14
0.9,-2.5977,-2.4949,0.1028,14
0.92,-2.503,-2.4276,0.0754,14
0.9400000000000001,-2.4289,-2.3759,0.053,14
0.96,-2.3807,-2.3413,0.0394,14
0.98,-2.3654,-2.3286,0.0368,14
1.0,-2.3905,-2.3522,0.0383,14
