anneal_time,anneal_fraction
0.0,0.0
0.3947586033435539,0.004196421453997047
1.1807216387765445,0.017266423167892564
1.956513722879129,0.043457940003154
2.71911773874731,0.08801253086479954
3.4704191708764434,0.15101473028406723
4.2144233673219755,0.22722292001168998
4.954620653203357,0.3082745330256655
5.692273700239825,0.3858963828823348
6.4260266991041926,0.4542100746658736
7.152763968791618,0.510429462874387
7.869234002032245,0.5544646506520884
8.573734610121646,0.5881579774957854
9.267188619388115,0.6144774314317115
9.95320367423253,0.636664376595477
10.637104242675218,0.6573689340544212
11.324308425881666,0.6780407970921576
12.018663664529797,0.6988593990279631
12.721372923299349,0.7191599448965825
13.430933590009731,0.7380174916415609
14.144149958089443,0.7546922311680166
14.857892692073287,0.7688601735432035
15.570998932067724,0.7806853868876604
16.285631240510142,0.7907750124549884
17.007569722544677,0.8000028247891271
17.74524895213243,0.8092136406687449
18.507759268743275,0.818935319516729
19.302377142729345,0.8292697935429257
20.13235951437293,0.8400023111179444
20.995677849048906,0.8508053122317091
21.885099077466176,0.8613978043320795
22.789628976344876,0.8716124206432607
23.69694224448683,0.8813940352031971
24.596152281766965,0.8907679428830245
25.48020051259588,0.8998020025840601
26.347283131712274,0.9085738340693754
27.20102935242848,0.9171487256336645
28.049500624902823,0.925571679325737
28.90338402801285,0.9338712667590646
29.773918513447953,0.9420645876742878
30.67108357291416,0.9501512893921759
31.60241811548248,0.9580946879470281
32.57259123127945,0.9658002954513331
33.58360450033157,0.9731064319478925
34.635344941629164,0.9797976903619414
35.72616991132784,0.985643619363012
36.853284899593646,0.990454650450898
38.012826648363394,0.9941384635467395
39.19972156532867,0.9967379177817882
40.40749281132175,0.9984388508766796
41.62820562273936,0.9995482091129974
42.24071626433471,1.0
