fraction,gs,fes,gap,num_qubits
0.0,-14.0,-12.0,2.0,14
0.02,-13.5866,-11.6405,1.9461,14
0.04,-13.1811,-11.2874,1.8937,14
0.06,-12.7832,-10.9407,1.8425,14
0.08,-12.3927,-10.6002,1.7925,14
0.1,-12.0094,-10.2661,1.7433,14
0.12,-11.6332,-9.9381,1.6951,14
0.14,-11.2637,-9.6163,1.6474,14
0.16,-10.9009,-9.3006,1.6003,14
0.18,-10.5445,-8.9907,1.5538,14
0.2,-10.1943,-8.6867,1.5076,14
0.22,-9.8502,-8.3885,1.4617,14
0.24,-9.5121,-8.0958,1.4163,14
0.26,-9.1797,-7.8086,1.3711,14
0.28,-8.853,-7.5268,1.3262,14
0.3,-8.5319,-7.2503,1.2816,14
0.32,-8.2163,-6.9789,1.2374,14
0.34,-7.9061,-6.7127,1.1934,14
0.36,-7.6014,-6.4514,1.15,14
0.38,-7.302,-6.1951,1.1069,14
0.4,-7.0081,-5.9436,1.0645,14
0.42,-6.7196,-5.6968,1.0228,14
0.44,-6.4367,-5.4548,0.9819,14
0.46,-6.1596,-5.2175,0.9421,14
0.48,-5.8883,-4.9848,0.9035,14
0.5,-5.6231,-4.7568,0.8663,14
0.52,-5.3644,-4.5334,0.831,14
0.54,-5.1125,-4.3147,0.7978,14
0.56,-4.8678,-4.101,0.7668,14
0.58,-4.6308,-3.8928,0.738,14
0.6,-4.402,-3.6931,0.7089,14
0.62,-4.1821,-3.5117,0.6704,14
0.64,-3.9716,-3.3423,0.6293,14
0.66,-3.7711,-3.1825,0.5886,14
0.68,-3.5811,-3.0322,0.5489,14
0.7000000000000001,-3.4021,-2.8914,0.5107,14
0.72,-3.2344,-2.76,0.4744,14
0.74,-3.0785,-2.6379,0.4406,14
0.76,-2.9346,-2.5247,0.4099,14
0.78,-2.8031,-2.4203,0.3828,14
0.8,-2.6842,-2.324,0.3602,14
0.8200000000000001,-2.5784,-2.2357,0.3427,14
0.84,-2.4861,-2.1551,0.331,14
0.86,-2.4077,-2.1031,0.3046,14
0.88,-2.3437,-2.0741,0.2696,14
0.9,-2.2945,-2.0583,0.2362,14
0.92,-2.2606,-2.0554,0.2052,14
0.9400000000000001,-2.2426,-2.0648,0.1778,14
0.96,-2.2417,-2.0856,0.1561,14
0.98,-2.2589,-2.1164,0.1425,14
1.0,-2.2953,-2.1557,0.1396,14
