fraction,gs,fes,gap,num_qubits
0.0,-17.0,-15.0,2.0,17
0.02,-16.5055,-14.5596,1.9459,17
0.04,-16.0207,-14.1272,1.8935,17
0.06,-15.5453,-13.7027,1.8426,17
0.08,-15.0791,-13.2861,1.793,17
0.1,-14.6217,-12.8772,1.7445,17
0.12,-14.1729,-12.476,1.6969,17
0.14,-13.7324,-12.0823,1.6501,17
0.16,-13.2999,-11.6962,1.6037,17
0.18,-12.8752,-11.3175,1.5577,17
0.2,-12.458,-10.9461,1.5119,17
0.22,-12.0482,-10.5818,1.4664,17
0.24,-11.6456,-10.2245,1.4211,17
0.26,-11.2499,-9.8739,1.376,17
0.28,-10.8611,-9.5301,1.331,17
0.3,-10.4791,-9.1929,1.2862,17
0.32,-10.1036,-8.8621,1.2415,17
0.34,-9.7347,-8.5378,1.1969,17
0.36,-9.3724,-8.2198,1.1526,17
0.38,-9.0166,-7.9081,1.1085,17
0.4,-8.6674,-7.6026,1.0648,17
0.42,-8.3249,-7.3034,1.0215,17
0.44,-7.9891,-7.0104,0.9787,17
0.46,-7.6603,-6.7236,0.9367,17
0.48,-7.3387,-6.4431,0.8956,17
0.5,-7.0245,-6.169,0.8555,17
0.52,-6.7181,-5.9013,0.8168,17
0.54,-6.42,-5.6401,0.7799,17
0.56,-6.1307,-5.3858,0.7449,17
0.58,-5.8509,-5.1387,0.7122,17
0.6,-5.5812,-4.8994,0.6818,17
0.62,-5.3223,-4.6814,0.6409,17
0.64,-5.0753,-4.4748,0.6005,17
0.66,-4.8407,-4.2802,0.5605,17
0.68,-4.6196,-4.0982,0.5214,17
0.7000000000000001,-4.4126,-3.9295,0.4831,17
0.72,-4.2204,-3.7745,0.4459,17
0.74,-4.0436,-3.6335,0.4101,17
0.76,-3.8829,-3.5069,0.376,17
0.78,-3.7388,-3.3949,0.3439,17
0.8,-3.6122,-3.2975,0.3147,17
0.8200000000000001,-3.5038,-3.2151,0.2887,17
0.84,-3.4147,-3.1475,0.2672,17
0.86,-3.3457,-3.0948,0.2509,17
0.88,-3.2972,-3.0566,0.2406,17
0.9,-3.2695,-3.0326,0.2369,17
0.92,-3.262,-3.0223,0.2397,17
0.9400000000000001,-3.2735,-3.0258,0.2477,17
0.96,-3.3028,-3.0437,0.2591,17
0.98,-3.3486,-3.0776,0.271,17
1.0,-3.4095,-3.1303,0.2792,17
