fraction,gs,fes,gap,num_qubits
0.0,-15.0,-13.0,2.0,15
0.02,-14.5723,-12.6262,1.9461,15
0.04,-14.1526,-12.2589,1.8937,15
0.06,-13.7405,-11.8981,1.8424,15
0.08,-13.3361,-11.5436,1.7925,15
0.1,-12.9389,-11.1957,1.7432,15
0.12,-12.549,-10.854,1.695,15
0.14,-12.166,-10.5187,1.6473,15
0.16,-11.7898,-10.1896,1.6002,15
0.18,-11.4202,-9.8666,1.5536,15
0.2,-11.0571,-9.5497,1.5074,15
0.22,-10.7002,-9.2387,1.4615,15
0.24,-10.3496,-8.9336,1.416,15
0.26,-10.0051,-8.6342,1.3709,15
0.28,-9.6665,-8.3405,1.326,15
0.3,-9.3338,-8.0524,1.2814,15
0.32,-9.007,-7.7698,1.2372,15
0.34,-8.686,-7.4927,1.1933,15
0.36,-8.3709,-7.2209,1.15,15
0.38,-8.0616,-6.9545,1.1071,15
0.4,-7.7582,-6.6934,1.0648,15
0.42,-7.4609,-6.4376,1.0233,15
0.44,-7.1698,-6.187,0.9828,15
0.46,-6.885,-5.9418,0.9432,15
0.48,-6.6069,-5.7019,0.905,15
0.5,-6.3356,-5.4675,0.8681,15
0.52,-6.0717,-5.2386,0.8331,15
0.54,-5.8155,-5.0156,0.7999,15
0.56,-5.5675,-4.8012,0.7663,15
0.58,-5.3282,-4.6035,0.7247,15
0.6,-5.0984,-4.4148,0.6836,15
0.62,-4.8787,-4.2355,0.6432,15
0.64,-4.6697,-4.0663,0.6034,15
0.66,-4.472,-3.9077,0.5643,15
0.68,-4.2864,-3.7601,0.5263,15
0.7000000000000001,-4.1134,-3.624,0.4894,15
0.72,-3.9536,-3.4995,0.4541,15
0.74,-3.8074,-3.3869,0.4205,15
0.76,-3.6754,-3.2862,0.3892,15
0.78,-3.5581,-3.1975,0.3606,15
0.8,-3.4561,-3.1205,0.3356,15
0.8200000000000001,-3.37,-3.0552,0.3148,15
0.84,-3.3003,-3.0013,0.299,15
0.86,-3.2474,-2.9585,0.2889,15
0.88,-3.2117,-2.9267,0.285,15
0.9,-3.193,-2.9059,0.2871,15
0.92,-3.1911,-2.8964,0.2947,15
0.9400000000000001,-3.2055,-2.9237,0.2818,15
0.96,-3.2357,-2.9633,0.2724,15
0.98,-3.281,-3.0122,0.2688,15
1.0,-3.3409,-3.0696,0.2713,15
