fraction,gs,fes,gap,num_qubits
0.0,-20.0,-18.0,2.0,20
0.02,-19.4103,-17.4654,1.9449,20
0.04,-18.8326,-16.9412,1.8914,20
0.06,-18.2666,-16.4271,1.8395,20
0.08,-17.7118,-15.9232,1.7886,20
0.1,-17.168,-15.4291,1.7389,20
0.12,-16.6346,-14.9447,1.6899,20
0.14,-16.1114,-14.4698,1.6416,20
0.16,-15.598,-14.0041,1.5939,20
0.18,-15.0942,-13.5475,1.5467,20
0.2,-14.5996,-13.0996,1.5,20
0.22,-14.1139,-12.6603,1.4536,20
0.24,-13.6371,-12.2295,1.4076,20
0.26,-13.1689,-11.8069,1.362,20
0.28,-12.7091,-11.3925,1.3166,20
0.3,-12.2577,-10.9862,1.2715,20
0.32,-11.8146,-10.5879,1.2267,20
0.34,-11.3798,-10.1977,1.1821,20
0.36,-10.9534,-9.8155,1.1379,20
0.38,-10.5354,-9.4414,1.094,20
0.4,-10.126,-9.0755,1.0505,20
0.42,-9.7256,-8.718,1.0076,20
0.44,-9.3343,-8.3687,0.9656,20
0.46,-8.9526,-8.028,0.9246,20
0.48,-8.5811,-7.6958,0.8853,20
0.5,-8.2204,-7.3724,0.848,20
0.52,-7.8714,-7.0579,0.8135,20
0.54,-7.5349,-6.7527,0.7822,20
0.56,-7.2121,-6.4571,0.755,20
0.58,-6.9041,-6.1718,0.7323,20
0.6,-6.6122,-5.8986,0.7136,20
0.62,-6.3376,-5.6411,0.6965,20
0.64,-6.0813,-5.403,0.6783,20
0.66,-5.8444,-5.1922,0.6522,20
0.68,-5.6273,-5.0054,0.6219,20
0.7000000000000001,-5.4305,-4.839,0.5915,20
0.72,-5.2539,-4.6929,0.561,20
0.74,-5.0974,-4.5682,0.5292,20
0.76,-4.9606,-4.4701,0.4905,20
0.78,-4.8432,-4.3912,0.452,20
0.8,-4.7448,-4.331,0.4138,20
0.8200000000000001,-4.6649,-4.2888,0.3761,20
0.84,-4.6032,-4.2643,0.3389,20
0.86,-4.5592,-4.2569,0.3023,20
0.88,-4.5329,-4.266,0.2669,20
0.9,-4.524,-4.2911,0.2329,20
0.92,-4.5327,-4.3315,0.2012,20
0.9400000000000001,-4.5593,-4.3862,0.1731,20
0.96,-4.6045,-4.4541,0.1504,20
0.98,-4.6691,-4.5331,0.136,20
1.0,-4.754,-4.6214,0.1326,20
