fraction,gs,fes,gap,num_qubits
0.0,-7.0,-5.0,2.0,7
0.02,-6.8726,-4.9176,1.955,7
0.04,-6.7456,-4.8355,1.9101,7
0.06,-6.6188,-4.7537,1.8651,7
0.08,-6.4924,-4.6721,1.8203,7
0.1,-6.3664,-4.5909,1.7755,7
0.12,-6.2407,-4.5101,1.7306,7
0.14,-6.1155,-4.4295,1.686,7
0.16,-5.9906,-4.3494,1.6412,7
0.18,-5.8663,-4.2697,1.5966,7
0.2,-5.7424,-4.1904,1.552,7
0.22,-5.6191,-4.1116,1.5075,7
0.24,-5.4964,-4.0333,1.4631,7
0.26,-5.3742,-3.9556,1.4186,7
0.28,-5.2528,-3.8784,1.3744,7
0.3,-5.132,-3.8019,1.3301,7
0.32,-5.0121,-3.726,1.2861,7
0.34,-4.8929,-3.6509,1.242,7
0.36,-4.7747,-3.5766,1.1981,7
0.38,-4.6575,-3.5031,1.1544,7
0.4,-4.5413,-3.4306,1.1107,7
0.42,-4.4262,-3.359,1.0672,7
0.44,-4.3124,-3.2886,1.0238,7
0.46,-4.2,-3.2193,0.9807,7
0.48,-4.089,-3.1512,0.9378,7
0.5,-3.9796,-3.0846,0.895,7
0.52,-3.872,-3.0194,0.8526,7
0.54,-3.7663,-2.9559,0.8104,7
0.56,-3.6627,-2.894,0.7687,7
0.58,-3.5614,-2.8341,0.7273,7
0.6,-3.4625,-2.7762,0.6863,7
0.62,-3.3664,-2.7205,0.6459,7
0.64,-3.2732,-2.6672,0.606,7
0.66,-3.1834,-2.6164,0.567,7
0.68,-3.0971,-2.5684,0.5287,7
0.7000000000000001,-3.0148,-2.5232,0.4916,7
0.72,-2.9369,-2.4812,0.4557,7
0.74,-2.8639,-2.4424,0.4215,7
0.76,-2.7963,-2.407,0.3893,7
0.78,-2.7348,-2.3752,0.3596,7
0.8,-2.68,-2.3472,0.3328,7
0.8200000000000001,-2.6328,-2.3229,0.3099,7
0.84,-2.5942,-2.3026,0.2916,7
0.86,-2.565,-2.2863,0.2787,7
0.88,-2.5462,-2.2742,0.272,7
0.9,-2.5384,-2.2667,0.2717,7
0.92,-2.542,-2.2645,0.2775,7
0.9400000000000001,-2.5571,-2.2684,0.2887,7
0.96,-2.5837,-2.28,0.3037,7
0.98,-2.6214,-2.3017,0.3197,7
1.0,-2.6697,-2.3388,0.3309,7
