fraction,gs,fes,gap,num_qubits
0.0,-3.0,-1.0,2.0,3
0.02,-2.9482,-0.9882,1.96,3
0.04,-2.8965,-0.9765,1.92,3
0.06,-2.845,-0.9649,1.8801,3
0.08,-2.7936,-0.9534,1.8402,3
0.1,-2.7424,-0.942,1.8004,3
0.12,-2.6913,-0.9307,1.7606,3
0.14,-2.6404,-0.9196,1.7208,3
0.16,-2.5897,-0.9086,1.6811,3
0.18,-2.5392,-0.8977,1.6415,3
0.2,-2.4889,-0.8871,1.6018,3
0.22,-2.4388,-0.8765,1.5623,3
0.24,-2.389,-0.8662,1.5228,3
0.26,-2.3394,-0.8561,1.4833,3
0.28,-2.2901,-0.8462,1.4439,3
0.3,-2.2411,-0.8365,1.4046,3
0.32,-2.1925,-0.8271,1.3654,3
0.34,-2.1442,-0.8179,1.3263,3
0.36,-2.0963,-0.809,1.2873,3
0.38,-2.0489,-0.8005,1.2484,3
0.4,-2.0019,-0.7923,1.2096,3
0.42,-1.9553,-0.7844,1.1709,3
0.44,-1.9094,-0.777,1.1324,3
0.46,-1.864,-0.7699,1.0941,3
0.48,-1.8193,-0.7634,1.0559,3
0.5,-1.7752,-0.7573,1.0179,3
0.52,-1.732,-0.7518,0.9802,3
0.54,-1.6895,-0.7469,0.9426,3
0.56,-1.648,-0.7426,0.9054,3
0.58,-1.6075,-0.7391,0.8684,3
0.6,-1.5681,-0.7362,0.8319,3
0.62,-1.5299,-0.7342,0.7957,3
0.64,-1.493,-0.7331,0.7599,3
0.66,-1.4576,-0.7328,0.7248,3
0.68,-1.4238,-0.7336,0.6902,3
0.7000000000000001,-1.3917,-0.7354,0.6563,3
0.72,-1.3615,-0.7383,0.6232,3
0.74,-1.3335,-0.7423,0.5912,3
0.76,-1.3078,-0.7476,0.5602,3
0.78,-1.2846,-0.7541,0.5305,3
0.8,-1.2643,-0.7619,0.5024,3
0.8200000000000001,-1.2471,-0.7709,0.4762,3
0.84,-1.2333,-0.7813,0.452,3
0.86,-1.2232,-0.7928,0.4304,3
0.88,-1.2172,-0.8056,0.4116,3
0.9,-1.2156,-0.8194,0.3962,3
0.92,-1.2188,-0.8343,0.3845,3
0.9400000000000001,-1.2269,-0.85,0.3769,3
0.96,-1.24,-0.8665,0.3735,3
0.98,-1.2582,-0.8836,0.3746,3
1.0,-1.2814,-0.9014,0.38,3
