fraction,gs,fes,gap,num_qubits
0.0,-15.0,-13.0,2.0,15
0.02,-14.6696,-12.7176,1.952,15
0.04,-14.341,-12.4366,1.9044,15
0.06,-14.0144,-12.1572,1.8572,15
0.08,-13.6898,-11.8794,1.8104,15
0.1,-13.3673,-11.6033,1.764,15
0.12,-13.0468,-11.3289,1.7179,15
0.14,-12.7284,-11.0563,1.6721,15
0.16,-12.4122,-10.7856,1.6266,15
0.18,-12.0983,-10.5169,1.5814,15
0.2,-11.7867,-10.2502,1.5365,15
0.22,-11.4774,-9.9857,1.4917,15
0.24,-11.1706,-9.7234,1.4472,15
0.26,-10.8663,-9.4634,1.4029,15
0.28,-10.5647,-9.2058,1.3589,15
0.3,-10.2658,-8.9508,1.315,15
0.32,-9.9697,-8.6984,1.2713,15
0.34,-9.6766,-8.4489,1.2277,15
0.36,-9.3865,-8.2022,1.1843,15
0.38,-9.0997,-7.9587,1.141,15
0.4,-8.8164,-7.7184,1.098,15
0.42,-8.5367,-7.4815,1.0552,15
0.44,-8.2608,-7.2482,1.0126,15
0.46,-7.989,-7.0188,0.9702,15
0.48,-7.7215,-6.7934,0.9281,15
0.5,-7.4587,-6.5723,0.8864,15
0.52,-7.201,-6.3557,0.8453,15
0.54,-6.9486,-6.1439,0.8047,15
0.56,-6.702,-5.9373,0.7647,15
0.58,-6.4617,-5.7361,0.7256,15
0.6,-6.2282,-5.5407,0.6875,15
0.62,-6.0021,-5.3536,0.6485,15
0.64,-5.784,-5.1748,0.6092,15
0.66,-5.5746,-5.0038,0.5708,15
0.68,-5.3747,-4.8412,0.5335,15
0.7000000000000001,-5.185,-4.6876,0.4974,15
0.72,-5.0064,-4.5437,0.4627,15
0.74,-4.84,-4.4101,0.4299,15
0.76,-4.6866,-4.2872,0.3994,15
0.78,-4.5472,-4.1755,0.3717,15
0.8,-4.423,-4.0755,0.3475,15
0.8200000000000001,-4.3148,-3.9873,0.3275,15
0.84,-4.2236,-3.9113,0.3123,15
0.86,-4.1505,-3.8642,0.2863,15
0.88,-4.0961,-3.841,0.2551,15
0.9,-4.0614,-3.8363,0.2251,15
0.92,-4.047,-3.8497,0.1973,15
0.9400000000000001,-4.0535,-3.8807,0.1728,15
0.96,-4.0816,-3.9281,0.1535,15
0.98,-4.132,-3.9902,0.1418,15
1.0,-4.2049,-4.0654,0.1395,15
