fraction,gs,fes,gap,num_qubits
0.0,-13.0,-11.0,2.0,13
0.02,-12.745,-10.792,1.953,13
0.04,-12.4909,-10.5849,1.906,13
0.06,-12.2377,-10.3785,1.8592,13
0.08,-11.9855,-10.1731,1.8124,13
0.1,-11.7344,-9.9686,1.7658,13
0.12,-11.4844,-9.7651,1.7193,13
0.14,-11.2355,-9.5626,1.6729,13
0.16,-10.9879,-9.3612,1.6267,13
0.18,-10.7416,-9.161,1.5806,13
0.2,-10.4967,-8.9621,1.5346,13
0.22,-10.2534,-8.7644,1.489,13
0.24,-10.0116,-8.5682,1.4434,13
0.26,-9.7715,-8.3735,1.398,13
0.28,-9.5332,-8.1803,1.3529,13
0.3,-9.2968,-7.9888,1.308,13
0.32,-9.0625,-7.7991,1.2634,13
0.34,-8.8304,-7.6112,1.2192,13
0.36,-8.6007,-7.4254,1.1753,13
0.38,-8.3734,-7.2417,1.1317,13
0.4,-8.1488,-7.0602,1.0886,13
0.42,-7.9271,-6.8811,1.046,13
0.44,-7.7085,-6.7046,1.0039,13
0.46,-7.4931,-6.5307,0.9624,13
0.48,-7.2812,-6.3596,0.9216,13
0.5,-7.073,-6.1916,0.8814,13
0.52,-6.8689,-6.0267,0.8422,13
0.54,-6.6691,-5.8651,0.804,13
0.56,-6.4739,-5.707,0.7669,13
0.58,-6.2837,-5.5562,0.7275,13
0.6,-6.0988,-5.412,0.6868,13
0.62,-5.9197,-5.2729,0.6468,13
0.64,-5.7467,-5.1393,0.6074,13
0.66,-5.5805,-5.0131,0.5674,13
0.68,-5.4216,-4.8967,0.5249,13
0.7000000000000001,-5.2707,-4.7881,0.4826,13
0.72,-5.1283,-4.688,0.4403,13
0.74,-4.9955,-4.5969,0.3986,13
0.76,-4.873,-4.5156,0.3574,13
0.78,-4.7619,-4.4449,0.317,13
0.8,-4.6635,-4.3854,0.2781,13
0.8200000000000001,-4.5789,-4.3379,0.241,13
0.84,-4.5098,-4.303,0.2068,13
0.86,-4.4577,-4.281,0.1767,13
0.88,-4.4245,-4.2721,0.1524,13
0.9,-4.4117,-4.2764,0.1353,13
0.92,-4.4203,-4.294,0.1263,13
0.9400000000000001,-4.45,-4.326,0.124,13
0.96,-4.4997,-4.3738,0.1259,13
0.98,-4.5678,-4.4385,0.1293,13
1.0,-4.6528,-4.5204,0.1324,13
